"Time","avg(D+_density)","avg(D_density)","avg(em_density)"
1.21170e+02,3.61372e+16,2.76540e+19,3.61372e+16
1.21180e+02,3.61547e+16,2.76405e+19,3.61547e+16
1.21190e+02,3.61723e+16,2.76271e+19,3.61723e+16
1.21200e+02,3.61899e+16,2.76137e+19,3.61899e+16
1.21210e+02,3.62075e+16,2.76002e+19,3.62075e+16
1.21220e+02,3.62251e+16,2.75868e+19,3.62251e+16
1.21230e+02,3.62427e+16,2.75734e+19,3.62427e+16
1.21240e+02,3.62603e+16,2.75600e+19,3.62603e+16
1.21250e+02,3.62780e+16,2.75466e+19,3.62780e+16
1.21260e+02,3.62956e+16,2.75332e+19,3.62956e+16
1.21270e+02,3.63133e+16,2.75199e+19,3.63133e+16
1.21280e+02,3.63309e+16,2.75065e+19,3.63309e+16
1.21290e+02,3.63486e+16,2.74931e+19,3.63486e+16
1.21300e+02,3.63663e+16,2.74798e+19,3.63663e+16
1.21310e+02,3.63839e+16,2.74664e+19,3.63839e+16
1.21320e+02,3.64016e+16,2.74530e+19,3.64016e+16
1.21330e+02,3.64193e+16,2.74397e+19,3.64193e+16
1.21340e+02,3.64370e+16,2.74264e+19,3.64370e+16
1.21350e+02,3.64548e+16,2.74130e+19,3.64548e+16
1.21360e+02,3.64725e+16,2.73997e+19,3.64725e+16
1.21370e+02,3.64902e+16,2.73864e+19,3.64902e+16
1.21380e+02,3.65080e+16,2.73731e+19,3.65080e+16
1.21390e+02,3.65257e+16,2.73598e+19,3.65257e+16
1.21400e+02,3.65435e+16,2.73465e+19,3.65435e+16
1.21410e+02,3.65612e+16,2.73332e+19,3.65612e+16
1.21420e+02,3.65790e+16,2.73199e+19,3.65790e+16
1.21430e+02,3.65968e+16,2.73066e+19,3.65968e+16
1.21440e+02,3.66146e+16,2.72934e+19,3.66146e+16
1.21450e+02,3.66324e+16,2.72801e+19,3.66324e+16
1.21460e+02,3.66502e+16,2.72668e+19,3.66502e+16
1.21470e+02,3.66680e+16,2.72536e+19,3.66680e+16
1.21480e+02,3.66859e+16,2.72404e+19,3.66859e+16
1.21490e+02,3.67037e+16,2.72271e+19,3.67037e+16
1.21500e+02,3.67216e+16,2.72139e+19,3.67216e+16
1.21510e+02,3.67394e+16,2.72007e+19,3.67394e+16
1.21520e+02,3.67573e+16,2.71874e+19,3.67573e+16
1.21530e+02,3.67751e+16,2.71742e+19,3.67751e+16
1.21540e+02,3.67930e+16,2.71610e+19,3.67930e+16
1.21550e+02,3.68109e+16,2.71478e+19,3.68109e+16
1.21560e+02,3.68288e+16,2.71346e+19,3.68288e+16
1.21570e+02,3.68467e+16,2.71214e+19,3.68467e+16
1.21580e+02,3.68646e+16,2.71083e+19,3.68646e+16
1.21590e+02,3.68826e+16,2.70951e+19,3.68826e+16
1.21600e+02,3.69005e+16,2.70819e+19,3.69005e+16
1.21610e+02,3.69184e+16,2.70687e+19,3.69184e+16
1.21620e+02,3.69364e+16,2.70556e+19,3.69364e+16
1.21630e+02,3.69543e+16,2.70424e+19,3.69543e+16
1.21640e+02,3.69723e+16,2.70293e+19,3.69723e+16
1.21650e+02,3.69903e+16,2.70162e+19,3.69903e+16
1.21660e+02,3.70083e+16,2.70030e+19,3.70083e+16
1.21670e+02,3.70263e+16,2.69899e+19,3.70263e+16
1.21680e+02,3.70443e+16,2.69768e+19,3.70443e+16
1.21690e+02,3.70623e+16,2.69637e+19,3.70623e+16
1.21700e+02,3.70803e+16,2.69506e+19,3.70803e+16
1.21710e+02,3.70983e+16,2.69375e+19,3.70983e+16
1.21720e+02,3.71164e+16,2.69244e+19,3.71164e+16
1.21730e+02,3.71344e+16,2.69113e+19,3.71344e+16
1.21740e+02,3.71525e+16,2.68982e+19,3.71525e+16
1.21750e+02,3.71705e+16,2.68852e+19,3.71705e+16
1.21760e+02,3.71886e+16,2.68721e+19,3.71886e+16
1.21770e+02,3.72067e+16,2.68590e+19,3.72067e+16
1.21780e+02,3.72248e+16,2.68460e+19,3.72248e+16
1.21790e+02,3.72429e+16,2.68329e+19,3.72429e+16
1.21800e+02,3.72610e+16,2.68199e+19,3.72610e+16
1.21810e+02,3.72791e+16,2.68069e+19,3.72791e+16
1.21820e+02,3.72972e+16,2.67938e+19,3.72972e+16
1.21830e+02,3.73154e+16,2.67808e+19,3.73154e+16
1.21840e+02,3.73335e+16,2.67678e+19,3.73335e+16
1.21850e+02,3.73517e+16,2.67548e+19,3.73517e+16
1.21860e+02,3.73698e+16,2.67418e+19,3.73698e+16
1.21870e+02,3.73880e+16,2.67288e+19,3.73880e+16
1.21880e+02,3.74062e+16,2.67158e+19,3.74062e+16
1.21890e+02,3.74244e+16,2.67028e+19,3.74244e+16
1.21900e+02,3.74426e+16,2.66898e+19,3.74426e+16
1.21910e+02,3.74608e+16,2.66769e+19,3.74608e+16
1.21920e+02,3.74790e+16,2.66639e+19,3.74790e+16
1.21930e+02,3.74972e+16,2.66509e+19,3.74972e+16
1.21940e+02,3.75154e+16,2.66380e+19,3.75154e+16
1.21950e+02,3.75337e+16,2.66250e+19,3.75337e+16
1.21960e+02,3.75519e+16,2.66121e+19,3.75519e+16
1.21970e+02,3.75702e+16,2.65992e+19,3.75702e+16
1.21980e+02,3.75885e+16,2.65862e+19,3.75885e+16
1.21990e+02,3.76067e+16,2.65733e+19,3.76067e+16
1.22000e+02,3.76250e+16,2.65604e+19,3.76250e+16
1.22010e+02,3.76433e+16,2.65475e+19,3.76433e+16
1.22020e+02,3.76616e+16,2.65346e+19,3.76616e+16
1.22030e+02,3.76799e+16,2.65217e+19,3.76799e+16
1.22040e+02,3.76983e+16,2.65088e+19,3.76983e+16
1.22050e+02,3.77166e+16,2.64959e+19,3.77166e+16
1.22060e+02,3.77349e+16,2.64830e+19,3.77349e+16
1.22070e+02,3.77533e+16,2.64702e+19,3.77533e+16
1.22080e+02,3.77716e+16,2.64573e+19,3.77716e+16
1.22090e+02,3.77900e+16,2.64445e+19,3.77900e+16
1.22100e+02,3.78084e+16,2.64316e+19,3.78084e+16
1.22110e+02,3.78268e+16,2.64188e+19,3.78268e+16
1.22120e+02,3.78452e+16,2.64059e+19,3.78452e+16
1.22130e+02,3.78636e+16,2.63931e+19,3.78636e+16
1.22140e+02,3.78820e+16,2.63803e+19,3.78820e+16
1.22150e+02,3.79004e+16,2.63674e+19,3.79004e+16
1.22160e+02,3.79188e+16,2.63546e+19,3.79188e+16
1.22170e+02,3.79372e+16,2.63418e+19,3.79372e+16
1.22180e+02,3.79557e+16,2.63290e+19,3.79557e+16
1.22190e+02,3.79741e+16,2.63162e+19,3.79741e+16
1.22200e+02,3.79926e+16,2.63034e+19,3.79926e+16
1.22210e+02,3.80111e+16,2.62906e+19,3.80111e+16
1.22220e+02,3.80296e+16,2.62779e+19,3.80296e+16
1.22230e+02,3.80481e+16,2.62651e+19,3.80481e+16
1.22240e+02,3.80666e+16,2.62523e+19,3.80666e+16
1.22250e+02,3.80851e+16,2.62396e+19,3.80851e+16
1.22260e+02,3.81036e+16,2.62268e+19,3.81036e+16
1.22270e+02,3.81221e+16,2.62141e+19,3.81221e+16
1.22280e+02,3.81407e+16,2.62013e+19,3.81407e+16
1.22290e+02,3.81592e+16,2.61886e+19,3.81592e+16
1.22300e+02,3.81778e+16,2.61759e+19,3.81778e+16
1.22310e+02,3.81963e+16,2.61631e+19,3.81963e+16
1.22320e+02,3.82149e+16,2.61504e+19,3.82149e+16
1.22330e+02,3.82335e+16,2.61377e+19,3.82335e+16
1.22340e+02,3.82521e+16,2.61250e+19,3.82521e+16
1.22350e+02,3.82707e+16,2.61123e+19,3.82707e+16
1.22360e+02,3.82893e+16,2.60996e+19,3.82893e+16
1.22370e+02,3.83079e+16,2.60870e+19,3.83079e+16
1.22380e+02,3.83265e+16,2.60743e+19,3.83265e+16
1.22390e+02,3.83451e+16,2.60616e+19,3.83451e+16
1.22400e+02,3.83638e+16,2.60489e+19,3.83638e+16
1.22410e+02,3.83824e+16,2.60363e+19,3.83824e+16
1.22420e+02,3.84011e+16,2.60236e+19,3.84011e+16
1.22430e+02,3.84198e+16,2.60110e+19,3.84198e+16
1.22440e+02,3.84385e+16,2.59983e+19,3.84385e+16
1.22450e+02,3.84571e+16,2.59857e+19,3.84571e+16
1.22460e+02,3.84758e+16,2.59731e+19,3.84758e+16
1.22470e+02,3.84946e+16,2.59604e+19,3.84946e+16
1.22480e+02,3.85133e+16,2.59478e+19,3.85133e+16
1.22490e+02,3.85320e+16,2.59352e+19,3.85320e+16
1.22500e+02,3.85507e+16,2.59226e+19,3.85507e+16
1.22510e+02,3.85695e+16,2.59100e+19,3.85695e+16
1.22520e+02,3.85882e+16,2.58974e+19,3.85882e+16
1.22530e+02,3.86070e+16,2.58848e+19,3.86070e+16
1.22540e+02,3.86258e+16,2.58723e+19,3.86258e+16
1.22550e+02,3.86445e+16,2.58597e+19,3.86445e+16
1.22560e+02,3.86633e+16,2.58471e+19,3.86633e+16
1.22570e+02,3.86821e+16,2.58346e+19,3.86821e+16
1.22580e+02,3.87009e+16,2.58220e+19,3.87009e+16
1.22590e+02,3.87198e+16,2.58095e+19,3.87198e+16
1.22600e+02,3.87386e+16,2.57969e+19,3.87386e+16
1.22610e+02,3.87574e+16,2.57844e+19,3.87574e+16
1.22620e+02,3.87763e+16,2.57718e+19,3.87763e+16
1.22630e+02,3.87951e+16,2.57593e+19,3.87951e+16
1.22640e+02,3.88140e+16,2.57468e+19,3.88140e+16
1.22650e+02,3.88329e+16,2.57343e+19,3.88329e+16
1.22660e+02,3.88517e+16,2.57218e+19,3.88517e+16
1.22670e+02,3.88706e+16,2.57093e+19,3.88706e+16
1.22680e+02,3.88895e+16,2.56968e+19,3.88895e+16
1.22690e+02,3.89084e+16,2.56843e+19,3.89084e+16
1.22700e+02,3.89274e+16,2.56718e+19,3.89274e+16
1.22710e+02,3.89463e+16,2.56593e+19,3.89463e+16
1.22720e+02,3.89652e+16,2.56469e+19,3.89652e+16
1.22730e+02,3.89842e+16,2.56344e+19,3.89842e+16
1.22740e+02,3.90031e+16,2.56219e+19,3.90031e+16
1.22750e+02,3.90221e+16,2.56095e+19,3.90221e+16
1.22760e+02,3.90411e+16,2.55970e+19,3.90411e+16
1.22770e+02,3.90601e+16,2.55846e+19,3.90601e+16
1.22780e+02,3.90790e+16,2.55722e+19,3.90790e+16
1.22790e+02,3.90980e+16,2.55597e+19,3.90980e+16
1.22800e+02,3.91171e+16,2.55473e+19,3.91171e+16
1.22810e+02,3.91361e+16,2.55349e+19,3.91361e+16
1.22820e+02,3.91551e+16,2.55225e+19,3.91551e+16
1.22830e+02,3.91741e+16,2.55101e+19,3.91741e+16
1.22840e+02,3.91932e+16,2.54977e+19,3.91932e+16
1.22850e+02,3.92122e+16,2.54853e+19,3.92122e+16
1.22860e+02,3.92313e+16,2.54729e+19,3.92313e+16
1.22870e+02,3.92504e+16,2.54605e+19,3.92504e+16
1.22880e+02,3.92695e+16,2.54482e+19,3.92695e+16
1.22890e+02,3.92886e+16,2.54358e+19,3.92886e+16
1.22900e+02,3.93077e+16,2.54234e+19,3.93077e+16
1.22910e+02,3.93268e+16,2.54111e+19,3.93268e+16
1.22920e+02,3.93459e+16,2.53987e+19,3.93459e+16
1.22930e+02,3.93650e+16,2.53864e+19,3.93650e+16
1.22940e+02,3.93842e+16,2.53740e+19,3.93842e+16
1.22950e+02,3.94033e+16,2.53617e+19,3.94033e+16
1.22960e+02,3.94225e+16,2.53494e+19,3.94225e+16
1.22970e+02,3.94417e+16,2.53371e+19,3.94417e+16
1.22980e+02,3.94608e+16,2.53248e+19,3.94608e+16
1.22990e+02,3.94800e+16,2.53124e+19,3.94800e+16
1.23000e+02,3.94992e+16,2.53001e+19,3.94992e+16
1.23010e+02,3.95184e+16,2.52878e+19,3.95184e+16
1.23020e+02,3.95376e+16,2.52756e+19,3.95376e+16
1.23030e+02,3.95569e+16,2.52633e+19,3.95569e+16
1.23040e+02,3.95761e+16,2.52510e+19,3.95761e+16
1.23050e+02,3.95953e+16,2.52387e+19,3.95953e+16
1.23060e+02,3.96146e+16,2.52265e+19,3.96146e+16
1.23070e+02,3.96339e+16,2.52142e+19,3.96339e+16
1.23080e+02,3.96531e+16,2.52019e+19,3.96531e+16
1.23090e+02,3.96724e+16,2.51897e+19,3.96724e+16
1.23100e+02,3.96917e+16,2.51775e+19,3.96917e+16
1.23110e+02,3.97110e+16,2.51652e+19,3.97110e+16
1.23120e+02,3.97303e+16,2.51530e+19,3.97303e+16
1.23130e+02,3.97496e+16,2.51408e+19,3.97496e+16
1.23140e+02,3.97689e+16,2.51285e+19,3.97689e+16
1.23150e+02,3.97883e+16,2.51163e+19,3.97883e+16
1.23160e+02,3.98076e+16,2.51041e+19,3.98076e+16
1.23170e+02,3.98270e+16,2.50919e+19,3.98270e+16
1.23180e+02,3.98464e+16,2.50797e+19,3.98464e+16
1.23190e+02,3.98657e+16,2.50675e+19,3.98657e+16
1.23200e+02,3.98851e+16,2.50554e+19,3.98851e+16
1.23210e+02,3.99045e+16,2.50432e+19,3.99045e+16
1.23220e+02,3.99239e+16,2.50310e+19,3.99239e+16
1.23230e+02,3.99433e+16,2.50188e+19,3.99433e+16
1.23240e+02,3.99627e+16,2.50067e+19,3.99627e+16
1.23250e+02,3.99822e+16,2.49945e+19,3.99822e+16
1.23260e+02,4.00016e+16,2.49824e+19,4.00016e+16
1.23270e+02,4.00211e+16,2.49702e+19,4.00211e+16
1.23280e+02,4.00405e+16,2.49581e+19,4.00405e+16
1.23290e+02,4.00600e+16,2.49460e+19,4.00600e+16
1.23300e+02,4.00795e+16,2.49339e+19,4.00795e+16
1.23310e+02,4.00990e+16,2.49217e+19,4.00990e+16
1.23320e+02,4.01185e+16,2.49096e+19,4.01185e+16
1.23330e+02,4.01380e+16,2.48975e+19,4.01380e+16
1.23340e+02,4.01575e+16,2.48854e+19,4.01575e+16
1.23350e+02,4.01770e+16,2.48733e+19,4.01770e+16
1.23360e+02,4.01965e+16,2.48612e+19,4.01965e+16
1.23370e+02,4.02161e+16,2.48492e+19,4.02161e+16
1.23380e+02,4.02356e+16,2.48371e+19,4.02356e+16
1.23390e+02,4.02552e+16,2.48250e+19,4.02552e+16
1.23400e+02,4.02748e+16,2.48129e+19,4.02748e+16
1.23410e+02,4.02944e+16,2.48009e+19,4.02944e+16
1.23420e+02,4.03140e+16,2.47888e+19,4.03140e+16
1.23430e+02,4.03336e+16,2.47768e+19,4.03336e+16
1.23440e+02,4.03532e+16,2.47647e+19,4.03532e+16
1.23450e+02,4.03728e+16,2.47527e+19,4.03728e+16
1.23460e+02,4.03924e+16,2.47407e+19,4.03924e+16
1.23470e+02,4.04121e+16,2.47287e+19,4.04121e+16
1.23480e+02,4.04317e+16,2.47166e+19,4.04317e+16
1.23490e+02,4.04514e+16,2.47046e+19,4.04514e+16
1.23500e+02,4.04710e+16,2.46926e+19,4.04710e+16
1.23510e+02,4.04907e+16,2.46806e+19,4.04907e+16
1.23520e+02,4.05104e+16,2.46686e+19,4.05104e+16
1.23530e+02,4.05301e+16,2.46566e+19,4.05301e+16
1.23540e+02,4.05498e+16,2.46447e+19,4.05498e+16
1.23550e+02,4.05695e+16,2.46327e+19,4.05695e+16
1.23560e+02,4.05892e+16,2.46207e+19,4.05892e+16
1.23570e+02,4.06090e+16,2.46087e+19,4.06090e+16
1.23580e+02,4.06287e+16,2.45968e+19,4.06287e+16
1.23590e+02,4.06485e+16,2.45848e+19,4.06485e+16
1.23600e+02,4.06682e+16,2.45729e+19,4.06682e+16
1.23610e+02,4.06880e+16,2.45609e+19,4.06880e+16
1.23620e+02,4.07078e+16,2.45490e+19,4.07078e+16
1.23630e+02,4.07276e+16,2.45371e+19,4.07276e+16
1.23640e+02,4.07474e+16,2.45251e+19,4.07474e+16
1.23650e+02,4.07672e+16,2.45132e+19,4.07672e+16
1.23660e+02,4.07870e+16,2.45013e+19,4.07870e+16
1.23670e+02,4.08069e+16,2.44894e+19,4.08069e+16
1.23680e+02,4.08267e+16,2.44775e+19,4.08267e+16
1.23690e+02,4.08466e+16,2.44656e+19,4.08466e+16
1.23700e+02,4.08664e+16,2.44537e+19,4.08664e+16
1.23710e+02,4.08863e+16,2.44418e+19,4.08863e+16
1.23720e+02,4.09062e+16,2.44300e+19,4.09062e+16
1.23730e+02,4.09261e+16,2.44181e+19,4.09261e+16
1.23740e+02,4.09460e+16,2.44062e+19,4.09460e+16
1.23750e+02,4.09659e+16,2.43944e+19,4.09659e+16
1.23760e+02,4.09858e+16,2.43825e+19,4.09858e+16
1.23770e+02,4.10057e+16,2.43706e+19,4.10057e+16
1.23780e+02,4.10257e+16,2.43588e+19,4.10257e+16
1.23790e+02,4.10456e+16,2.43470e+19,4.10456e+16
1.23800e+02,4.10656e+16,2.43351e+19,4.10656e+16
1.23810e+02,4.10855e+16,2.43233e+19,4.10855e+16
1.23820e+02,4.11055e+16,2.43115e+19,4.11055e+16
1.23830e+02,4.11255e+16,2.42997e+19,4.11255e+16
1.23840e+02,4.11455e+16,2.42879e+19,4.11455e+16
1.23850e+02,4.11655e+16,2.42761e+19,4.11655e+16
1.23860e+02,4.11855e+16,2.42643e+19,4.11855e+16
1.23870e+02,4.12055e+16,2.42525e+19,4.12055e+16
1.23880e+02,4.12256e+16,2.42407e+19,4.12256e+16
1.23890e+02,4.12456e+16,2.42289e+19,4.12456e+16
1.23900e+02,4.12657e+16,2.42171e+19,4.12657e+16
1.23910e+02,4.12857e+16,2.42054e+19,4.12857e+16
1.23920e+02,4.13058e+16,2.41936e+19,4.13058e+16
1.23930e+02,4.13259e+16,2.41818e+19,4.13259e+16
1.23940e+02,4.13460e+16,2.41701e+19,4.13460e+16
1.23950e+02,4.13661e+16,2.41583e+19,4.13661e+16
1.23960e+02,4.13862e+16,2.41466e+19,4.13862e+16
1.23970e+02,4.14063e+16,2.41349e+19,4.14063e+16
1.23980e+02,4.14265e+16,2.41231e+19,4.14265e+16
1.23990e+02,4.14466e+16,2.41114e+19,4.14466e+16
1.24000e+02,4.14668e+16,2.40997e+19,4.14668e+16
1.24010e+02,4.14869e+16,2.40880e+19,4.14869e+16
1.24020e+02,4.15071e+16,2.40763e+19,4.15071e+16
1.24030e+02,4.15273e+16,2.40646e+19,4.15273e+16
1.24040e+02,4.15475e+16,2.40529e+19,4.15475e+16
1.24050e+02,4.15677e+16,2.40412e+19,4.15677e+16
1.24060e+02,4.15879e+16,2.40295e+19,4.15879e+16
1.24070e+02,4.16081e+16,2.40178e+19,4.16081e+16
1.24080e+02,4.16283e+16,2.40061e+19,4.16283e+16
1.24090e+02,4.16486e+16,2.39945e+19,4.16486e+16
1.24100e+02,4.16688e+16,2.39828e+19,4.16688e+16
1.24110e+02,4.16891e+16,2.39712e+19,4.16891e+16
1.24120e+02,4.17094e+16,2.39595e+19,4.17094e+16
1.24130e+02,4.17296e+16,2.39479e+19,4.17296e+16
1.24140e+02,4.17499e+16,2.39362e+19,4.17499e+16
1.24150e+02,4.17702e+16,2.39246e+19,4.17702e+16
1.24160e+02,4.17905e+16,2.39130e+19,4.17905e+16
1.24170e+02,4.18109e+16,2.39013e+19,4.18109e+16
1.24180e+02,4.18312e+16,2.38897e+19,4.18312e+16
1.24190e+02,4.18515e+16,2.38781e+19,4.18515e+16
1.24200e+02,4.18719e+16,2.38665e+19,4.18719e+16
1.24210e+02,4.18922e+16,2.38549e+19,4.18922e+16
1.24220e+02,4.19126e+16,2.38433e+19,4.19126e+16
1.24230e+02,4.19330e+16,2.38317e+19,4.19330e+16
1.24240e+02,4.19534e+16,2.38202e+19,4.19534e+16
1.24250e+02,4.19738e+16,2.38086e+19,4.19738e+16
1.24260e+02,4.19942e+16,2.37970e+19,4.19942e+16
1.24270e+02,4.20146e+16,2.37854e+19,4.20146e+16
1.24280e+02,4.20350e+16,2.37739e+19,4.20350e+16
1.24290e+02,4.20555e+16,2.37623e+19,4.20555e+16
1.24300e+02,4.20759e+16,2.37508e+19,4.20759e+16
1.24310e+02,4.20964e+16,2.37392e+19,4.20964e+16
1.24320e+02,4.21168e+16,2.37277e+19,4.21168e+16
1.24330e+02,4.21373e+16,2.37162e+19,4.21373e+16
1.24340e+02,4.21578e+16,2.37046e+19,4.21578e+16
1.24350e+02,4.21783e+16,2.36931e+19,4.21783e+16
1.24360e+02,4.21988e+16,2.36816e+19,4.21988e+16
1.24370e+02,4.22193e+16,2.36701e+19,4.22193e+16
1.24380e+02,4.22399e+16,2.36586e+19,4.22399e+16
1.24390e+02,4.22604e+16,2.36471e+19,4.22604e+16
1.24400e+02,4.22810e+16,2.36356e+19,4.22810e+16
1.24410e+02,4.23015e+16,2.36241e+19,4.23015e+16
1.24420e+02,4.23221e+16,2.36126e+19,4.23221e+16
1.24430e+02,4.23427e+16,2.36012e+19,4.23427e+16
1.24440e+02,4.23632e+16,2.35897e+19,4.23632e+16
1.24450e+02,4.23838e+16,2.35782e+19,4.23838e+16
1.24460e+02,4.24045e+16,2.35668e+19,4.24045e+16
1.24470e+02,4.24251e+16,2.35553e+19,4.24251e+16
1.24480e+02,4.24457e+16,2.35439e+19,4.24457e+16
1.24490e+02,4.24663e+16,2.35324e+19,4.24663e+16
1.24500e+02,4.24870e+16,2.35210e+19,4.24870e+16
1.24510e+02,4.25076e+16,2.35096e+19,4.25076e+16
1.24520e+02,4.25283e+16,2.34981e+19,4.25283e+16
1.24530e+02,4.25490e+16,2.34867e+19,4.25490e+16
1.24540e+02,4.25697e+16,2.34753e+19,4.25697e+16
1.24550e+02,4.25904e+16,2.34639e+19,4.25904e+16
1.24560e+02,4.26111e+16,2.34525e+19,4.26111e+16
1.24570e+02,4.26318e+16,2.34411e+19,4.26318e+16
1.24580e+02,4.26525e+16,2.34297e+19,4.26525e+16
1.24590e+02,4.26733e+16,2.34183e+19,4.26733e+16
1.24600e+02,4.26940e+16,2.34069e+19,4.26940e+16
1.24610e+02,4.27148e+16,2.33955e+19,4.27148e+16
1.24620e+02,4.27356e+16,2.33842e+19,4.27356e+16
1.24630e+02,4.27563e+16,2.33728e+19,4.27563e+16
1.24640e+02,4.27771e+16,2.33615e+19,4.27771e+16
1.24650e+02,4.27979e+16,2.33501e+19,4.27979e+16
1.24660e+02,4.28187e+16,2.33388e+19,4.28187e+16
1.24670e+02,4.28396e+16,2.33274e+19,4.28396e+16
1.24680e+02,4.28604e+16,2.33161e+19,4.28604e+16
1.24690e+02,4.28812e+16,2.33047e+19,4.28812e+16
1.24700e+02,4.29021e+16,2.32934e+19,4.29021e+16
1.24710e+02,4.29229e+16,2.32821e+19,4.29229e+16
1.24720e+02,4.29438e+16,2.32708e+19,4.29438e+16
1.24730e+02,4.29647e+16,2.32595e+19,4.29647e+16
1.24740e+02,4.29856e+16,2.32482e+19,4.29856e+16
1.24750e+02,4.30065e+16,2.32369e+19,4.30065e+16
1.24760e+02,4.30274e+16,2.32256e+19,4.30274e+16
1.24770e+02,4.30483e+16,2.32143e+19,4.30483e+16
1.24780e+02,4.30692e+16,2.32030e+19,4.30692e+16
1.24790e+02,4.30902e+16,2.31917e+19,4.30902e+16
1.24800e+02,4.31111e+16,2.31805e+19,4.31111e+16
1.24810e+02,4.31321e+16,2.31692e+19,4.31321e+16
1.24820e+02,4.31531e+16,2.31579e+19,4.31531e+16
1.24830e+02,4.31741e+16,2.31467e+19,4.31741e+16
1.24840e+02,4.31950e+16,2.31354e+19,4.31950e+16
1.24850e+02,4.32160e+16,2.31242e+19,4.32160e+16
1.24860e+02,4.32371e+16,2.31129e+19,4.32371e+16
1.24870e+02,4.32581e+16,2.31017e+19,4.32581e+16
1.24880e+02,4.32791e+16,2.30905e+19,4.32791e+16
1.24890e+02,4.33002e+16,2.30793e+19,4.33002e+16
1.24900e+02,4.33212e+16,2.30680e+19,4.33212e+16
1.24910e+02,4.33423e+16,2.30568e+19,4.33423e+16
1.24920e+02,4.33634e+16,2.30456e+19,4.33634e+16
1.24930e+02,4.33844e+16,2.30344e+19,4.33844e+16
1.24940e+02,4.34055e+16,2.30232e+19,4.34055e+16
1.24950e+02,4.34266e+16,2.30120e+19,4.34266e+16
1.24960e+02,4.34478e+16,2.30009e+19,4.34478e+16
1.24970e+02,4.34689e+16,2.29897e+19,4.34689e+16
1.24980e+02,4.34900e+16,2.29785e+19,4.34900e+16
1.24990e+02,4.35112e+16,2.29673e+19,4.35112e+16
1.25000e+02,4.35323e+16,2.29562e+19,4.35323e+16
1.25010e+02,4.35535e+16,2.29450e+19,4.35535e+16
1.25020e+02,4.35747e+16,2.29339e+19,4.35747e+16
1.25030e+02,4.35958e+16,2.29227e+19,4.35958e+16
1.25040e+02,4.36170e+16,2.29116e+19,4.36170e+16
1.25050e+02,4.36383e+16,2.29005e+19,4.36383e+16
1.25060e+02,4.36595e+16,2.28893e+19,4.36595e+16
1.25070e+02,4.36807e+16,2.28782e+19,4.36807e+16
1.25080e+02,4.37019e+16,2.28671e+19,4.37019e+16
1.25090e+02,4.37232e+16,2.28560e+19,4.37232e+16
1.25100e+02,4.37444e+16,2.28449e+19,4.37444e+16
1.25110e+02,4.37657e+16,2.28338e+19,4.37657e+16
1.25120e+02,4.37870e+16,2.28227e+19,4.37870e+16
1.25130e+02,4.38083e+16,2.28116e+19,4.38083e+16
1.25140e+02,4.38296e+16,2.28005e+19,4.38296e+16
1.25150e+02,4.38509e+16,2.27894e+19,4.38509e+16
1.25160e+02,4.38722e+16,2.27783e+19,4.38722e+16
1.25170e+02,4.38936e+16,2.27673e+19,4.38936e+16
1.25180e+02,4.39149e+16,2.27562e+19,4.39149e+16
1.25190e+02,4.39363e+16,2.27451e+19,4.39363e+16
1.25200e+02,4.39576e+16,2.27341e+19,4.39576e+16
1.25210e+02,4.39790e+16,2.27230e+19,4.39790e+16
1.25220e+02,4.40004e+16,2.27120e+19,4.40004e+16
1.25230e+02,4.40218e+16,2.27009e+19,4.40218e+16
1.25240e+02,4.40432e+16,2.26899e+19,4.40432e+16
1.25250e+02,4.40646e+16,2.26789e+19,4.40646e+16
1.25260e+02,4.40860e+16,2.26679e+19,4.40860e+16
1.25270e+02,4.41074e+16,2.26569e+19,4.41074e+16
1.25280e+02,4.41289e+16,2.26458e+19,4.41289e+16
1.25290e+02,4.41504e+16,2.26348e+19,4.41504e+16
1.25300e+02,4.41718e+16,2.26238e+19,4.41718e+16
1.25310e+02,4.41933e+16,2.26128e+19,4.41933e+16
1.25320e+02,4.42148e+16,2.26018e+19,4.42148e+16
1.25330e+02,4.42363e+16,2.25909e+19,4.42363e+16
1.25340e+02,4.42578e+16,2.25799e+19,4.42578e+16
1.25350e+02,4.42793e+16,2.25689e+19,4.42793e+16
1.25360e+02,4.43008e+16,2.25579e+19,4.43008e+16
1.25370e+02,4.43224e+16,2.25470e+19,4.43224e+16
1.25380e+02,4.43439e+16,2.25360e+19,4.43439e+16
1.25390e+02,4.43655e+16,2.25251e+19,4.43655e+16
1.25400e+02,4.43871e+16,2.25141e+19,4.43871e+16
1.25410e+02,4.44086e+16,2.25032e+19,4.44086e+16
1.25420e+02,4.44302e+16,2.24922e+19,4.44302e+16
1.25430e+02,4.44518e+16,2.24813e+19,4.44518e+16
1.25440e+02,4.44735e+16,2.24704e+19,4.44735e+16
1.25450e+02,4.44951e+16,2.24595e+19,4.44951e+16
1.25460e+02,4.45167e+16,2.24486e+19,4.45167e+16
1.25470e+02,4.45384e+16,2.24376e+19,4.45384e+16
1.25480e+02,4.45600e+16,2.24267e+19,4.45600e+16
1.25490e+02,4.45817e+16,2.24158e+19,4.45817e+16
1.25500e+02,4.46034e+16,2.24049e+19,4.46034e+16
1.25510e+02,4.46251e+16,2.23941e+19,4.46251e+16
1.25520e+02,4.46467e+16,2.23832e+19,4.46467e+16
