"Time","avg(D+_density)","avg(D_density)","avg(em_density)"
3.06010e+02,2.88165e+20,3.46793e+15,2.88165e+20
3.06020e+02,2.88305e+20,3.46625e+15,2.88305e+20
3.06030e+02,2.88445e+20,3.46457e+15,2.88445e+20
3.06040e+02,2.88585e+20,3.46289e+15,2.88585e+20
3.06050e+02,2.88724e+20,3.46121e+15,2.88724e+20
3.06060e+02,2.88864e+20,3.45953e+15,2.88864e+20
3.06070e+02,2.89005e+20,3.45786e+15,2.89005e+20
3.06080e+02,2.89145e+20,3.45618e+15,2.89145e+20
3.06090e+02,2.89285e+20,3.45450e+15,2.89285e+20
3.06100e+02,2.89425e+20,3.45283e+15,2.89425e+20
3.06110e+02,2.89566e+20,3.45116e+15,2.89566e+20
3.06120e+02,2.89706e+20,3.44948e+15,2.89706e+20
3.06130e+02,2.89846e+20,3.44781e+15,2.89846e+20
3.06140e+02,2.89987e+20,3.44614e+15,2.89987e+20
3.06150e+02,2.90128e+20,3.44447e+15,2.90128e+20
3.06160e+02,2.90268e+20,3.44280e+15,2.90268e+20
3.06170e+02,2.90409e+20,3.44113e+15,2.90409e+20
3.06180e+02,2.90550e+20,3.43946e+15,2.90550e+20
3.06190e+02,2.90691e+20,3.43780e+15,2.90691e+20
3.06200e+02,2.90832e+20,3.43613e+15,2.90832e+20
3.06210e+02,2.90973e+20,3.43447e+15,2.90973e+20
3.06220e+02,2.91114e+20,3.43280e+15,2.91114e+20
3.06230e+02,2.91255e+20,3.43114e+15,2.91255e+20
3.06240e+02,2.91396e+20,3.42948e+15,2.91396e+20
3.06250e+02,2.91537e+20,3.42781e+15,2.91537e+20
3.06260e+02,2.91679e+20,3.42615e+15,2.91679e+20
3.06270e+02,2.91820e+20,3.42449e+15,2.91820e+20
3.06280e+02,2.91962e+20,3.42283e+15,2.91962e+20
3.06290e+02,2.92103e+20,3.42117e+15,2.92103e+20
3.06300e+02,2.92245e+20,3.41952e+15,2.92245e+20
3.06310e+02,2.92387e+20,3.41786e+15,2.92387e+20
3.06320e+02,2.92528e+20,3.41620e+15,2.92528e+20
3.06330e+02,2.92670e+20,3.41455e+15,2.92670e+20
3.06340e+02,2.92812e+20,3.41289e+15,2.92812e+20
3.06350e+02,2.92954e+20,3.41124e+15,2.92954e+20
3.06360e+02,2.93096e+20,3.40958e+15,2.93096e+20
3.06370e+02,2.93238e+20,3.40793e+15,2.93238e+20
3.06380e+02,2.93380e+20,3.40628e+15,2.93380e+20
3.06390e+02,2.93523e+20,3.40463e+15,2.93523e+20
3.06400e+02,2.93665e+20,3.40298e+15,2.93665e+20
3.06410e+02,2.93807e+20,3.40133e+15,2.93807e+20
3.06420e+02,2.93950e+20,3.39968e+15,2.93950e+20
3.06430e+02,2.94092e+20,3.39803e+15,2.94092e+20
3.06440e+02,2.94235e+20,3.39639e+15,2.94235e+20
3.06450e+02,2.94378e+20,3.39474e+15,2.94378e+20
3.06460e+02,2.94520e+20,3.39310e+15,2.94520e+20
3.06470e+02,2.94663e+20,3.39145e+15,2.94663e+20
3.06480e+02,2.94806e+20,3.38981e+15,2.94806e+20
3.06490e+02,2.94949e+20,3.38817e+15,2.94949e+20
3.06500e+02,2.95092e+20,3.38652e+15,2.95092e+20
3.06510e+02,2.95235e+20,3.38488e+15,2.95235e+20
3.06520e+02,2.95378e+20,3.38324e+15,2.95378e+20
3.06530e+02,2.95521e+20,3.38160e+15,2.95521e+20
3.06540e+02,2.95665e+20,3.37996e+15,2.95665e+20
3.06550e+02,2.95808e+20,3.37833e+15,2.95808e+20
3.06560e+02,2.95951e+20,3.37669e+15,2.95951e+20
3.06570e+02,2.96095e+20,3.37505e+15,2.96095e+20
3.06580e+02,2.96239e+20,3.37342e+15,2.96239e+20
3.06590e+02,2.96382e+20,3.37178e+15,2.96382e+20
3.06600e+02,2.96526e+20,3.37015e+15,2.96526e+20
3.06610e+02,2.96670e+20,3.36851e+15,2.96670e+20
3.06620e+02,2.96813e+20,3.36688e+15,2.96813e+20
3.06630e+02,2.96957e+20,3.36525e+15,2.96957e+20
3.06640e+02,2.97101e+20,3.36362e+15,2.97101e+20
3.06650e+02,2.97245e+20,3.36199e+15,2.97245e+20
3.06660e+02,2.97389e+20,3.36036e+15,2.97389e+20
3.06670e+02,2.97534e+20,3.35873e+15,2.97534e+20
3.06680e+02,2.97678e+20,3.35710e+15,2.97678e+20
3.06690e+02,2.97822e+20,3.35548e+15,2.97822e+20
3.06700e+02,2.97967e+20,3.35385e+15,2.97967e+20
3.06710e+02,2.98111e+20,3.35223e+15,2.98111e+20
3.06720e+02,2.98256e+20,3.35060e+15,2.98256e+20
3.06730e+02,2.98400e+20,3.34898e+15,2.98400e+20
3.06740e+02,2.98545e+20,3.34736e+15,2.98545e+20
3.06750e+02,2.98690e+20,3.34573e+15,2.98690e+20
3.06760e+02,2.98834e+20,3.34411e+15,2.98834e+20
3.06770e+02,2.98979e+20,3.34249e+15,2.98979e+20
3.06780e+02,2.99124e+20,3.34087e+15,2.99124e+20
3.06790e+02,2.99269e+20,3.33925e+15,2.99269e+20
3.06800e+02,2.99414e+20,3.33764e+15,2.99414e+20
3.06810e+02,2.99560e+20,3.33602e+15,2.99560e+20
3.06820e+02,2.99705e+20,3.33440e+15,2.99705e+20
3.06830e+02,2.99850e+20,3.33279e+15,2.99850e+20
3.06840e+02,2.99995e+20,3.33117e+15,2.99995e+20
3.06850e+02,3.00141e+20,3.32956e+15,3.00141e+20
3.06860e+02,3.00286e+20,3.32794e+15,3.00286e+20
3.06870e+02,3.00432e+20,3.32633e+15,3.00432e+20
3.06880e+02,3.00578e+20,3.32472e+15,3.00578e+20
3.06890e+02,3.00723e+20,3.32311e+15,3.00723e+20
3.06900e+02,3.00869e+20,3.32150e+15,3.00869e+20
3.06910e+02,3.01015e+20,3.31989e+15,3.01015e+20
3.06920e+02,3.01161e+20,3.31828e+15,3.01161e+20
3.06930e+02,3.01307e+20,3.31667e+15,3.01307e+20
3.06940e+02,3.01453e+20,3.31506e+15,3.01453e+20
3.06950e+02,3.01599e+20,3.31346e+15,3.01599e+20
3.06960e+02,3.01745e+20,3.31185e+15,3.01745e+20
3.06970e+02,3.01892e+20,3.31025e+15,3.01892e+20
3.06980e+02,3.02038e+20,3.30864e+15,3.02038e+20
3.06990e+02,3.02184e+20,3.30704e+15,3.02184e+20
3.07000e+02,3.02331e+20,3.30544e+15,3.02331e+20
3.07010e+02,3.02477e+20,3.30384e+15,3.02477e+20
3.07020e+02,3.02624e+20,3.30224e+15,3.02624e+20
3.07030e+02,3.02771e+20,3.30064e+15,3.02771e+20
3.07040e+02,3.02918e+20,3.29904e+15,3.02918e+20
3.07050e+02,3.03064e+20,3.29744e+15,3.03064e+20
3.07060e+02,3.03211e+20,3.29584e+15,3.03211e+20
3.07070e+02,3.03358e+20,3.29424e+15,3.03358e+20
3.07080e+02,3.03505e+20,3.29265e+15,3.03505e+20
3.07090e+02,3.03652e+20,3.29105e+15,3.03652e+20
3.07100e+02,3.03800e+20,3.28946e+15,3.03800e+20
3.07110e+02,3.03947e+20,3.28786e+15,3.03947e+20
3.07120e+02,3.04094e+20,3.28627e+15,3.04094e+20
3.07130e+02,3.04242e+20,3.28468e+15,3.04242e+20
3.07140e+02,3.04389e+20,3.28309e+15,3.04389e+20
3.07150e+02,3.04537e+20,3.28150e+15,3.04537e+20
3.07160e+02,3.04684e+20,3.27991e+15,3.04684e+20
3.07170e+02,3.04832e+20,3.27832e+15,3.04832e+20
3.07180e+02,3.04980e+20,3.27673e+15,3.04980e+20
3.07190e+02,3.05128e+20,3.27514e+15,3.05128e+20
3.07200e+02,3.05276e+20,3.27355e+15,3.05276e+20
3.07210e+02,3.05424e+20,3.27197e+15,3.05424e+20
3.07220e+02,3.05572e+20,3.27038e+15,3.05572e+20
3.07230e+02,3.05720e+20,3.26880e+15,3.05720e+20
3.07240e+02,3.05868e+20,3.26721e+15,3.05868e+20
3.07250e+02,3.06016e+20,3.26563e+15,3.06016e+20
3.07260e+02,3.06165e+20,3.26405e+15,3.06165e+20
3.07270e+02,3.06313e+20,3.26247e+15,3.06313e+20
3.07280e+02,3.06461e+20,3.26089e+15,3.06461e+20
3.07290e+02,3.06610e+20,3.25931e+15,3.06610e+20
3.07300e+02,3.06759e+20,3.25773e+15,3.06759e+20
3.07310e+02,3.06907e+20,3.25615e+15,3.06907e+20
3.07320e+02,3.07056e+20,3.25457e+15,3.07056e+20
3.07330e+02,3.07205e+20,3.25299e+15,3.07205e+20
3.07340e+02,3.07354e+20,3.25142e+15,3.07354e+20
3.07350e+02,3.07503e+20,3.24984e+15,3.07503e+20
3.07360e+02,3.07652e+20,3.24827e+15,3.07652e+20
3.07370e+02,3.07801e+20,3.24669e+15,3.07801e+20
3.07380e+02,3.07950e+20,3.24512e+15,3.07950e+20
3.07390e+02,3.08099e+20,3.24355e+15,3.08099e+20
3.07400e+02,3.08249e+20,3.24198e+15,3.08249e+20
3.07410e+02,3.08398e+20,3.24041e+15,3.08398e+20
3.07420e+02,3.08548e+20,3.23884e+15,3.08548e+20
3.07430e+02,3.08697e+20,3.23727e+15,3.08697e+20
3.07440e+02,3.08847e+20,3.23570e+15,3.08847e+20
3.07450e+02,3.08997e+20,3.23413e+15,3.08997e+20
3.07460e+02,3.09146e+20,3.23257e+15,3.09146e+20
3.07470e+02,3.09296e+20,3.23100e+15,3.09296e+20
3.07480e+02,3.09446e+20,3.22943e+15,3.09446e+20
3.07490e+02,3.09596e+20,3.22787e+15,3.09596e+20
3.07500e+02,3.09746e+20,3.22631e+15,3.09746e+20
3.07510e+02,3.09896e+20,3.22474e+15,3.09896e+20
3.07520e+02,3.10047e+20,3.22318e+15,3.10047e+20
3.07530e+02,3.10197e+20,3.22162e+15,3.10197e+20
3.07540e+02,3.10347e+20,3.22006e+15,3.10347e+20
3.07550e+02,3.10498e+20,3.21850e+15,3.10498e+20
3.07560e+02,3.10648e+20,3.21694e+15,3.10648e+20
3.07570e+02,3.10799e+20,3.21538e+15,3.10799e+20
3.07580e+02,3.10949e+20,3.21382e+15,3.10949e+20
3.07590e+02,3.11100e+20,3.21227e+15,3.11100e+20
3.07600e+02,3.11251e+20,3.21071e+15,3.11251e+20
3.07610e+02,3.11402e+20,3.20915e+15,3.11402e+20
3.07620e+02,3.11553e+20,3.20760e+15,3.11553e+20
3.07630e+02,3.11704e+20,3.20605e+15,3.11704e+20
3.07640e+02,3.11855e+20,3.20449e+15,3.11855e+20
3.07650e+02,3.12006e+20,3.20294e+15,3.12006e+20
3.07660e+02,3.12157e+20,3.20139e+15,3.12157e+20
3.07670e+02,3.12308e+20,3.19984e+15,3.12308e+20
3.07680e+02,3.12460e+20,3.19829e+15,3.12460e+20
3.07690e+02,3.12611e+20,3.19674e+15,3.12611e+20
3.07700e+02,3.12763e+20,3.19519e+15,3.12763e+20
3.07710e+02,3.12914e+20,3.19364e+15,3.12914e+20
3.07720e+02,3.13066e+20,3.19209e+15,3.13066e+20
3.07730e+02,3.13218e+20,3.19055e+15,3.13218e+20
3.07740e+02,3.13369e+20,3.18900e+15,3.13369e+20
3.07750e+02,3.13521e+20,3.18746e+15,3.13521e+20
3.07760e+02,3.13673e+20,3.18591e+15,3.13673e+20
3.07770e+02,3.13825e+20,3.18437e+15,3.13825e+20
3.07780e+02,3.13977e+20,3.18283e+15,3.13977e+20
3.07790e+02,3.14130e+20,3.18129e+15,3.14130e+20
3.07800e+02,3.14282e+20,3.17974e+15,3.14282e+20
3.07810e+02,3.14434e+20,3.17820e+15,3.14434e+20
3.07820e+02,3.14587e+20,3.17666e+15,3.14587e+20
3.07830e+02,3.14739e+20,3.17513e+15,3.14739e+20
3.07840e+02,3.14892e+20,3.17359e+15,3.14892e+20
3.07850e+02,3.15044e+20,3.17205e+15,3.15044e+20
3.07860e+02,3.15197e+20,3.17051e+15,3.15197e+20
3.07870e+02,3.15350e+20,3.16898e+15,3.15350e+20
3.07880e+02,3.15502e+20,3.16744e+15,3.15502e+20
3.07890e+02,3.15655e+20,3.16591e+15,3.15655e+20
3.07900e+02,3.15808e+20,3.16437e+15,3.15808e+20
3.07910e+02,3.15961e+20,3.16284e+15,3.15961e+20
3.07920e+02,3.16115e+20,3.16131e+15,3.16115e+20
3.07930e+02,3.16268e+20,3.15978e+15,3.16268e+20
3.07940e+02,3.16421e+20,3.15825e+15,3.16421e+20
3.07950e+02,3.16574e+20,3.15672e+15,3.16574e+20
3.07960e+02,3.16728e+20,3.15519e+15,3.16728e+20
3.07970e+02,3.16881e+20,3.15366e+15,3.16881e+20
3.07980e+02,3.17035e+20,3.15213e+15,3.17035e+20
3.07990e+02,3.17189e+20,3.15061e+15,3.17189e+20
3.08000e+02,3.17342e+20,3.14908e+15,3.17342e+20
3.08010e+02,3.17496e+20,3.14755e+15,3.17496e+20
3.08020e+02,3.17650e+20,3.14603e+15,3.17650e+20
3.08030e+02,3.17804e+20,3.14451e+15,3.17804e+20
3.08040e+02,3.17958e+20,3.14298e+15,3.17958e+20
3.08050e+02,3.18112e+20,3.14146e+15,3.18112e+20
3.08060e+02,3.18266e+20,3.13994e+15,3.18266e+20
3.08070e+02,3.18420e+20,3.13842e+15,3.18420e+20
3.08080e+02,3.18575e+20,3.13690e+15,3.18575e+20
3.08090e+02,3.18729e+20,3.13538e+15,3.18729e+20
3.08100e+02,3.18884e+20,3.13386e+15,3.18884e+20
3.08110e+02,3.19038e+20,3.13234e+15,3.19038e+20
3.08120e+02,3.19193e+20,3.13082e+15,3.19193e+20
3.08130e+02,3.19347e+20,3.12931e+15,3.19347e+20
3.08140e+02,3.19502e+20,3.12779e+15,3.19502e+20
3.08150e+02,3.19657e+20,3.12628e+15,3.19657e+20
3.08160e+02,3.19812e+20,3.12476e+15,3.19812e+20
3.08170e+02,3.19967e+20,3.12325e+15,3.19967e+20
3.08180e+02,3.20122e+20,3.12174e+15,3.20122e+20
3.08190e+02,3.20277e+20,3.12022e+15,3.20277e+20
3.08200e+02,3.20432e+20,3.11871e+15,3.20432e+20
3.08210e+02,3.20588e+20,3.11720e+15,3.20588e+20
3.08220e+02,3.20743e+20,3.11569e+15,3.20743e+20
3.08230e+02,3.20898e+20,3.11418e+15,3.20898e+20
3.08240e+02,3.21054e+20,3.11267e+15,3.21054e+20
3.08250e+02,3.21209e+20,3.11117e+15,3.21209e+20
3.08260e+02,3.21365e+20,3.10966e+15,3.21365e+20
3.08270e+02,3.21521e+20,3.10815e+15,3.21521e+20
3.08280e+02,3.21677e+20,3.10665e+15,3.21677e+20
3.08290e+02,3.21832e+20,3.10514e+15,3.21832e+20
3.08300e+02,3.21988e+20,3.10364e+15,3.21988e+20
3.08310e+02,3.22144e+20,3.10214e+15,3.22144e+20
3.08320e+02,3.22301e+20,3.10063e+15,3.22301e+20
3.08330e+02,3.22457e+20,3.09913e+15,3.22457e+20
3.08340e+02,3.22613e+20,3.09763e+15,3.22613e+20
3.08350e+02,3.22769e+20,3.09613e+15,3.22769e+20
3.08360e+02,3.22926e+20,3.09463e+15,3.22926e+20
3.08370e+02,3.23082e+20,3.09313e+15,3.23082e+20
3.08380e+02,3.23239e+20,3.09163e+15,3.23239e+20
3.08390e+02,3.23395e+20,3.09014e+15,3.23395e+20
3.08400e+02,3.23552e+20,3.08864e+15,3.23552e+20
3.08410e+02,3.23709e+20,3.08714e+15,3.23709e+20
3.08420e+02,3.23866e+20,3.08565e+15,3.23866e+20
3.08430e+02,3.24023e+20,3.08415e+15,3.24023e+20
3.08440e+02,3.24180e+20,3.08266e+15,3.24180e+20
3.08450e+02,3.24337e+20,3.08117e+15,3.24337e+20
3.08460e+02,3.24494e+20,3.07967e+15,3.24494e+20
3.08470e+02,3.24651e+20,3.07818e+15,3.24651e+20
3.08480e+02,3.24808e+20,3.07669e+15,3.24808e+20
3.08490e+02,3.24966e+20,3.07520e+15,3.24966e+20
3.08500e+02,3.25123e+20,3.07371e+15,3.25123e+20
3.08510e+02,3.25281e+20,3.07222e+15,3.25281e+20
3.08520e+02,3.25438e+20,3.07074e+15,3.25438e+20
3.08530e+02,3.25596e+20,3.06925e+15,3.25596e+20
3.08540e+02,3.25754e+20,3.06776e+15,3.25754e+20
3.08550e+02,3.25912e+20,3.06628e+15,3.25912e+20
3.08560e+02,3.26070e+20,3.06479e+15,3.26070e+20
3.08570e+02,3.26228e+20,3.06331e+15,3.26228e+20
3.08580e+02,3.26386e+20,3.06182e+15,3.26386e+20
3.08590e+02,3.26544e+20,3.06034e+15,3.26544e+20
3.08600e+02,3.26702e+20,3.05886e+15,3.26702e+20
3.08610e+02,3.26860e+20,3.05738e+15,3.26860e+20
3.08620e+02,3.27019e+20,3.05590e+15,3.27019e+20
3.08630e+02,3.27177e+20,3.05442e+15,3.27177e+20
3.08640e+02,3.27336e+20,3.05294e+15,3.27336e+20
3.08650e+02,3.27494e+20,3.05146e+15,3.27494e+20
3.08660e+02,3.27653e+20,3.04998e+15,3.27653e+20
3.08670e+02,3.27812e+20,3.04850e+15,3.27812e+20
3.08680e+02,3.27971e+20,3.04703e+15,3.27971e+20
3.08690e+02,3.28130e+20,3.04555e+15,3.28130e+20
3.08700e+02,3.28289e+20,3.04408e+15,3.28289e+20
3.08710e+02,3.28448e+20,3.04260e+15,3.28448e+20
3.08720e+02,3.28607e+20,3.04113e+15,3.28607e+20
3.08730e+02,3.28766e+20,3.03966e+15,3.28766e+20
3.08740e+02,3.28925e+20,3.03819e+15,3.28925e+20
3.08750e+02,3.29085e+20,3.03671e+15,3.29085e+20
3.08760e+02,3.29244e+20,3.03524e+15,3.29244e+20
3.08770e+02,3.29404e+20,3.03377e+15,3.29404e+20
3.08780e+02,3.29563e+20,3.03230e+15,3.29563e+20
3.08790e+02,3.29723e+20,3.03084e+15,3.29723e+20
3.08800e+02,3.29883e+20,3.02937e+15,3.29883e+20
3.08810e+02,3.30042e+20,3.02790e+15,3.30042e+20
3.08820e+02,3.30202e+20,3.02643e+15,3.30202e+20
3.08830e+02,3.30362e+20,3.02497e+15,3.30362e+20
3.08840e+02,3.30522e+20,3.02350e+15,3.30522e+20
3.08850e+02,3.30683e+20,3.02204e+15,3.30683e+20
3.08860e+02,3.30843e+20,3.02058e+15,3.30843e+20
3.08870e+02,3.31003e+20,3.01911e+15,3.31003e+20
3.08880e+02,3.31163e+20,3.01765e+15,3.31163e+20
3.08890e+02,3.31324e+20,3.01619e+15,3.31324e+20
3.08900e+02,3.31484e+20,3.01473e+15,3.31484e+20
3.08910e+02,3.31645e+20,3.01327e+15,3.31645e+20
3.08920e+02,3.31806e+20,3.01181e+15,3.31806e+20
3.08930e+02,3.31966e+20,3.01035e+15,3.31966e+20
3.08940e+02,3.32127e+20,3.00889e+15,3.32127e+20
3.08950e+02,3.32288e+20,3.00744e+15,3.32288e+20
3.08960e+02,3.32449e+20,3.00598e+15,3.32449e+20
3.08970e+02,3.32610e+20,3.00453e+15,3.32610e+20
3.08980e+02,3.32771e+20,3.00307e+15,3.32771e+20
3.08990e+02,3.32933e+20,3.00162e+15,3.32933e+20
3.09000e+02,3.33094e+20,3.00016e+15,3.33094e+20
3.09010e+02,3.33255e+20,2.99871e+15,3.33255e+20
3.09020e+02,3.33417e+20,2.99726e+15,3.33417e+20
3.09030e+02,3.33578e+20,2.99581e+15,3.33578e+20
3.09040e+02,3.33740e+20,2.99436e+15,3.33740e+20
3.09050e+02,3.33902e+20,2.99291e+15,3.33902e+20
3.09060e+02,3.34063e+20,2.99146e+15,3.34063e+20
3.09070e+02,3.34225e+20,2.99001e+15,3.34225e+20
3.09080e+02,3.34387e+20,2.98856e+15,3.34387e+20
3.09090e+02,3.34549e+20,2.98711e+15,3.34549e+20
3.09100e+02,3.34711e+20,2.98567e+15,3.34711e+20
3.09110e+02,3.34873e+20,2.98422e+15,3.34873e+20
3.09120e+02,3.35035e+20,2.98278e+15,3.35035e+20
3.09130e+02,3.35198e+20,2.98133e+15,3.35198e+20
3.09140e+02,3.35360e+20,2.97989e+15,3.35360e+20
3.09150e+02,3.35523e+20,2.97845e+15,3.35523e+20
3.09160e+02,3.35685e+20,2.97700e+15,3.35685e+20
3.09170e+02,3.35848e+20,2.97556e+15,3.35848e+20
3.09180e+02,3.36010e+20,2.97412e+15,3.36010e+20
3.09190e+02,3.36173e+20,2.97268e+15,3.36173e+20
3.09200e+02,3.36336e+20,2.97124e+15,3.36336e+20
3.09210e+02,3.36499e+20,2.96980e+15,3.36499e+20
3.09220e+02,3.36662e+20,2.96837e+15,3.36662e+20
3.09230e+02,3.36825e+20,2.96693e+15,3.36825e+20
3.09240e+02,3.36988e+20,2.96549e+15,3.36988e+20
3.09250e+02,3.37152e+20,2.96406e+15,3.37152e+20
3.09260e+02,3.37315e+20,2.96262e+15,3.37315e+20
3.09270e+02,3.37478e+20,2.96119e+15,3.37478e+20
3.09280e+02,3.37642e+20,2.95975e+15,3.37642e+20
3.09290e+02,3.37805e+20,2.95832e+15,3.37805e+20
3.09300e+02,3.37969e+20,2.95689e+15,3.37969e+20
3.09310e+02,3.38133e+20,2.95545e+15,3.38133e+20
3.09320e+02,3.38296e+20,2.95402e+15,3.38296e+20
3.09330e+02,3.38460e+20,2.95259e+15,3.38460e+20
3.09340e+02,3.38624e+20,2.95116e+15,3.38624e+20
3.09350e+02,3.38788e+20,2.94974e+15,3.38788e+20
3.09360e+02,3.38952e+20,2.94831e+15,3.38952e+20
3.09370e+02,3.39117e+20,2.94688e+15,3.39117e+20
3.09380e+02,3.39281e+20,2.94545e+15,3.39281e+20
3.09390e+02,3.39445e+20,2.94403e+15,3.39445e+20
3.09400e+02,3.39610e+20,2.94260e+15,3.39610e+20
3.09410e+02,3.39774e+20,2.94118e+15,3.39774e+20
3.09420e+02,3.39939e+20,2.93975e+15,3.39939e+20
3.09430e+02,3.40103e+20,2.93833e+15,3.40103e+20
3.09440e+02,3.40268e+20,2.93691e+15,3.40268e+20
3.09450e+02,3.40433e+20,2.93548e+15,3.40433e+20
3.09460e+02,3.40598e+20,2.93406e+15,3.40598e+20
3.09470e+02,3.40763e+20,2.93264e+15,3.40763e+20
3.09480e+02,3.40928e+20,2.93122e+15,3.40928e+20
3.09490e+02,3.41093e+20,2.92980e+15,3.41093e+20
3.09500e+02,3.41258e+20,2.92839e+15,3.41258e+20
3.09510e+02,3.41424e+20,2.92697e+15,3.41424e+20
3.09520e+02,3.41589e+20,2.92555e+15,3.41589e+20
3.09530e+02,3.41754e+20,2.92413e+15,3.41754e+20
3.09540e+02,3.41920e+20,2.92272e+15,3.41920e+20
3.09550e+02,3.42086e+20,2.92130e+15,3.42086e+20
3.09560e+02,3.42251e+20,2.91989e+15,3.42251e+20
3.09570e+02,3.42417e+20,2.91848e+15,3.42417e+20
3.09580e+02,3.42583e+20,2.91706e+15,3.42583e+20
3.09590e+02,3.42749e+20,2.91565e+15,3.42749e+20
3.09600e+02,3.42915e+20,2.91424e+15,3.42915e+20
3.09610e+02,3.43081e+20,2.91283e+15,3.43081e+20
3.09620e+02,3.43247e+20,2.91142e+15,3.43247e+20
3.09630e+02,3.43413e+20,2.91001e+15,3.43413e+20
3.09640e+02,3.43580e+20,2.90860e+15,3.43580e+20
3.09650e+02,3.43746e+20,2.90719e+15,3.43746e+20
3.09660e+02,3.43913e+20,2.90578e+15,3.43913e+20
3.09670e+02,3.44079e+20,2.90438e+15,3.44079e+20
3.09680e+02,3.44246e+20,2.90297e+15,3.44246e+20
3.09690e+02,3.44413e+20,2.90157e+15,3.44413e+20
3.09700e+02,3.44579e+20,2.90016e+15,3.44579e+20
3.09710e+02,3.44746e+20,2.89876e+15,3.44746e+20
3.09720e+02,3.44913e+20,2.89735e+15,3.44913e+20
3.09730e+02,3.45080e+20,2.89595e+15,3.45080e+20
3.09740e+02,3.45248e+20,2.89455e+15,3.45248e+20
3.09750e+02,3.45415e+20,2.89315e+15,3.45415e+20
3.09760e+02,3.45582e+20,2.89175e+15,3.45582e+20
3.09770e+02,3.45749e+20,2.89035e+15,3.45749e+20
3.09780e+02,3.45917e+20,2.88895e+15,3.45917e+20
3.09790e+02,3.46084e+20,2.88755e+15,3.46084e+20
3.09800e+02,3.46252e+20,2.88615e+15,3.46252e+20
3.09810e+02,3.46420e+20,2.88475e+15,3.46420e+20
3.09820e+02,3.46587e+20,2.88336e+15,3.46587e+20
3.09830e+02,3.46755e+20,2.88196e+15,3.46755e+20
3.09840e+02,3.46923e+20,2.88057e+15,3.46923e+20
3.09850e+02,3.47091e+20,2.87917e+15,3.47091e+20
3.09860e+02,3.47259e+20,2.87778e+15,3.47259e+20
3.09870e+02,3.47428e+20,2.87639e+15,3.47428e+20
3.09880e+02,3.47596e+20,2.87499e+15,3.47596e+20
3.09890e+02,3.47764e+20,2.87360e+15,3.47764e+20
3.09900e+02,3.47933e+20,2.87221e+15,3.47933e+20
3.09910e+02,3.48101e+20,2.87082e+15,3.48101e+20
3.09920e+02,3.48270e+20,2.86943e+15,3.48270e+20
3.09930e+02,3.48438e+20,2.86804e+15,3.48438e+20
3.09940e+02,3.48607e+20,2.86665e+15,3.48607e+20
3.09950e+02,3.48776e+20,2.86527e+15,3.48776e+20
3.09960e+02,3.48945e+20,2.86388e+15,3.48945e+20
3.09970e+02,3.49114e+20,2.86249e+15,3.49114e+20
3.09980e+02,3.49283e+20,2.86111e+15,3.49283e+20
3.09990e+02,3.49452e+20,2.85972e+15,3.49452e+20
3.10000e+02,3.49621e+20,2.85834e+15,3.49621e+20
3.10010e+02,3.49791e+20,2.85695e+15,3.49791e+20
3.10020e+02,3.49960e+20,2.85557e+15,3.49960e+20
3.10030e+02,3.50130e+20,2.85419e+15,3.50130e+20
3.10040e+02,3.50299e+20,2.85281e+15,3.50299e+20
3.10050e+02,3.50469e+20,2.85143e+15,3.50469e+20
3.10060e+02,3.50638e+20,2.85005e+15,3.50638e+20
3.10070e+02,3.50808e+20,2.84867e+15,3.50808e+20
3.10080e+02,3.50978e+20,2.84729e+15,3.50978e+20
3.10090e+02,3.51148e+20,2.84591e+15,3.51148e+20
3.10100e+02,3.51318e+20,2.84453e+15,3.51318e+20
3.10110e+02,3.51488e+20,2.84316e+15,3.51488e+20
3.10120e+02,3.51659e+20,2.84178e+15,3.51659e+20
3.10130e+02,3.51829e+20,2.84040e+15,3.51829e+20
3.10140e+02,3.51999e+20,2.83903e+15,3.51999e+20
3.10150e+02,3.52170e+20,2.83765e+15,3.52170e+20
3.10160e+02,3.52340e+20,2.83628e+15,3.52340e+20
3.10170e+02,3.52511e+20,2.83491e+15,3.52511e+20
3.10180e+02,3.52682e+20,2.83354e+15,3.52682e+20
3.10190e+02,3.52852e+20,2.83216e+15,3.52852e+20
3.10200e+02,3.53023e+20,2.83079e+15,3.53023e+20
3.10210e+02,3.53194e+20,2.82942e+15,3.53194e+20
3.10220e+02,3.53365e+20,2.82805e+15,3.53365e+20
3.10230e+02,3.53536e+20,2.82669e+15,3.53536e+20
3.10240e+02,3.53707e+20,2.82532e+15,3.53707e+20
3.10250e+02,3.53879e+20,2.82395e+15,3.53879e+20
3.10260e+02,3.54050e+20,2.82258e+15,3.54050e+20
3.10270e+02,3.54222e+20,2.82122e+15,3.54222e+20
3.10280e+02,3.54393e+20,2.81985e+15,3.54393e+20
3.10290e+02,3.54565e+20,2.81849e+15,3.54565e+20
3.10300e+02,3.54736e+20,2.81712e+15,3.54736e+20
3.10310e+02,3.54908e+20,2.81576e+15,3.54908e+20
3.10320e+02,3.55080e+20,2.81440e+15,3.55080e+20
3.10330e+02,3.55252e+20,2.81303e+15,3.55252e+20
3.10340e+02,3.55424e+20,2.81167e+15,3.55424e+20
3.10350e+02,3.55596e+20,2.81031e+15,3.55596e+20
3.10360e+02,3.55768e+20,2.80895e+15,3.55768e+20
