"Time","avg(D+_density)","avg(D_density)","avg(em_density)","avg(ionization_rate)","avg(recombination_rate)"
2.61130e+02,2.36277e+19,4.22951e+16,2.36277e+19,3.27616e-14,9.38327e-22
2.61140e+02,2.36405e+19,4.22721e+16,2.36405e+19,3.27628e-14,9.38322e-22
2.61150e+02,2.36534e+19,4.22491e+16,2.36534e+19,3.27640e-14,9.38316e-22
2.61160e+02,2.36663e+19,4.22261e+16,2.36663e+19,3.27652e-14,9.38310e-22
2.61170e+02,2.36792e+19,4.22032e+16,2.36792e+19,3.27664e-14,9.38305e-22
2.61180e+02,2.36920e+19,4.21802e+16,2.36920e+19,3.27676e-14,9.38299e-22
2.61190e+02,2.37049e+19,4.21573e+16,2.37049e+19,3.27688e-14,9.38294e-22
2.61200e+02,2.37178e+19,4.21343e+16,2.37178e+19,3.27700e-14,9.38288e-22
2.61210e+02,2.37308e+19,4.21114e+16,2.37308e+19,3.27712e-14,9.38282e-22
2.61220e+02,2.37437e+19,4.20885e+16,2.37437e+19,3.27724e-14,9.38277e-22
2.61230e+02,2.37566e+19,4.20656e+16,2.37566e+19,3.27736e-14,9.38271e-22
2.61240e+02,2.37695e+19,4.20427e+16,2.37695e+19,3.27748e-14,9.38265e-22
2.61250e+02,2.37825e+19,4.20198e+16,2.37825e+19,3.27759e-14,9.38260e-22
2.61260e+02,2.37954e+19,4.19970e+16,2.37954e+19,3.27771e-14,9.38254e-22
2.61270e+02,2.38084e+19,4.19741e+16,2.38084e+19,3.27783e-14,9.38249e-22
2.61280e+02,2.38213e+19,4.19513e+16,2.38213e+19,3.27795e-14,9.38243e-22
2.61290e+02,2.38343e+19,4.19285e+16,2.38343e+19,3.27807e-14,9.38237e-22
2.61300e+02,2.38473e+19,4.19056e+16,2.38473e+19,3.27819e-14,9.38232e-22
2.61310e+02,2.38603e+19,4.18828e+16,2.38603e+19,3.27831e-14,9.38226e-22
2.61320e+02,2.38733e+19,4.18600e+16,2.38733e+19,3.27843e-14,9.38220e-22
2.61330e+02,2.38863e+19,4.18373e+16,2.38863e+19,3.27855e-14,9.38215e-22
2.61340e+02,2.38993e+19,4.18145e+16,2.38993e+19,3.27867e-14,9.38209e-22
2.61350e+02,2.39123e+19,4.17917e+16,2.39123e+19,3.27879e-14,9.38203e-22
2.61360e+02,2.39253e+19,4.17690e+16,2.39253e+19,3.27891e-14,9.38198e-22
2.61370e+02,2.39383e+19,4.17462e+16,2.39383e+19,3.27903e-14,9.38192e-22
2.61380e+02,2.39514e+19,4.17235e+16,2.39514e+19,3.27916e-14,9.38187e-22
2.61390e+02,2.39644e+19,4.17008e+16,2.39644e+19,3.27928e-14,9.38181e-22
2.61400e+02,2.39775e+19,4.16781e+16,2.39775e+19,3.27940e-14,9.38175e-22
2.61410e+02,2.39905e+19,4.16554e+16,2.39905e+19,3.27952e-14,9.38170e-22
2.61420e+02,2.40036e+19,4.16327e+16,2.40036e+19,3.27964e-14,9.38164e-22
2.61430e+02,2.40167e+19,4.16101e+16,2.40167e+19,3.27976e-14,9.38158e-22
2.61440e+02,2.40298e+19,4.15874e+16,2.40298e+19,3.27988e-14,9.38153e-22
2.61450e+02,2.40429e+19,4.15648e+16,2.40429e+19,3.28000e-14,9.38147e-22
2.61460e+02,2.40560e+19,4.15421e+16,2.40560e+19,3.28012e-14,9.38141e-22
2.61470e+02,2.40691e+19,4.15195e+16,2.40691e+19,3.28024e-14,9.38136e-22
2.61480e+02,2.40822e+19,4.14969e+16,2.40822e+19,3.28036e-14,9.38130e-22
2.61490e+02,2.40953e+19,4.14743e+16,2.40953e+19,3.28048e-14,9.38124e-22
2.61500e+02,2.41084e+19,4.14517e+16,2.41084e+19,3.28060e-14,9.38119e-22
2.61510e+02,2.41216e+19,4.14291e+16,2.41216e+19,3.28072e-14,9.38113e-22
2.61520e+02,2.41347e+19,4.14066e+16,2.41347e+19,3.28084e-14,9.38107e-22
2.61530e+02,2.41479e+19,4.13840e+16,2.41479e+19,3.28096e-14,9.38102e-22
2.61540e+02,2.41610e+19,4.13615e+16,2.41610e+19,3.28108e-14,9.38096e-22
2.61550e+02,2.41742e+19,4.13390e+16,2.41742e+19,3.28120e-14,9.38090e-22
2.61560e+02,2.41874e+19,4.13164e+16,2.41874e+19,3.28133e-14,9.38085e-22
2.61570e+02,2.42006e+19,4.12939e+16,2.42006e+19,3.28145e-14,9.38079e-22
2.61580e+02,2.42137e+19,4.12714e+16,2.42137e+19,3.28157e-14,9.38073e-22
2.61590e+02,2.42269e+19,4.12489e+16,2.42269e+19,3.28169e-14,9.38068e-22
2.61600e+02,2.42401e+19,4.12265e+16,2.42401e+19,3.28181e-14,9.38062e-22
2.61610e+02,2.42534e+19,4.12040e+16,2.42534e+19,3.28193e-14,9.38056e-22
2.61620e+02,2.42666e+19,4.11816e+16,2.42666e+19,3.28205e-14,9.38051e-22
2.61630e+02,2.42798e+19,4.11591e+16,2.42798e+19,3.28217e-14,9.38045e-22
2.61640e+02,2.42930e+19,4.11367e+16,2.42930e+19,3.28229e-14,9.38039e-22
2.61650e+02,2.43063e+19,4.11143e+16,2.43063e+19,3.28242e-14,9.38033e-22
2.61660e+02,2.43195e+19,4.10919e+16,2.43195e+19,3.28254e-14,9.38028e-22
2.61670e+02,2.43328e+19,4.10695e+16,2.43328e+19,3.28266e-14,9.38022e-22
2.61680e+02,2.43461e+19,4.10471e+16,2.43461e+19,3.28278e-14,9.38016e-22
2.61690e+02,2.43593e+19,4.10247e+16,2.43593e+19,3.28290e-14,9.38011e-22
2.61700e+02,2.43726e+19,4.10024e+16,2.43726e+19,3.28302e-14,9.38005e-22
2.61710e+02,2.43859e+19,4.09800e+16,2.43859e+19,3.28314e-14,9.37999e-22
2.61720e+02,2.43992e+19,4.09577e+16,2.43992e+19,3.28327e-14,9.37994e-22
2.61730e+02,2.44125e+19,4.09354e+16,2.44125e+19,3.28339e-14,9.37988e-22
2.61740e+02,2.44258e+19,4.09131e+16,2.44258e+19,3.28351e-14,9.37982e-22
2.61750e+02,2.44392e+19,4.08908e+16,2.44392e+19,3.28363e-14,9.37976e-22
2.61760e+02,2.44525e+19,4.08685e+16,2.44525e+19,3.28375e-14,9.37971e-22
2.61770e+02,2.44658e+19,4.08462e+16,2.44658e+19,3.28387e-14,9.37965e-22
2.61780e+02,2.44792e+19,4.08239e+16,2.44792e+19,3.28400e-14,9.37959e-22
2.61790e+02,2.44925e+19,4.08017e+16,2.44925e+19,3.28412e-14,9.37954e-22
2.61800e+02,2.45059e+19,4.07794e+16,2.45059e+19,3.28424e-14,9.37948e-22
2.61810e+02,2.45193e+19,4.07572e+16,2.45193e+19,3.28436e-14,9.37942e-22
2.61820e+02,2.45326e+19,4.07350e+16,2.45326e+19,3.28448e-14,9.37936e-22
2.61830e+02,2.45460e+19,4.07127e+16,2.45460e+19,3.28460e-14,9.37931e-22
2.61840e+02,2.45594e+19,4.06905e+16,2.45594e+19,3.28473e-14,9.37925e-22
2.61850e+02,2.45728e+19,4.06684e+16,2.45728e+19,3.28485e-14,9.37919e-22
2.61860e+02,2.45862e+19,4.06462e+16,2.45862e+19,3.28497e-14,9.37913e-22
2.61870e+02,2.45996e+19,4.06240e+16,2.45996e+19,3.28509e-14,9.37908e-22
2.61880e+02,2.46131e+19,4.06019e+16,2.46131e+19,3.28521e-14,9.37902e-22
2.61890e+02,2.46265e+19,4.05797e+16,2.46265e+19,3.28534e-14,9.37896e-22
2.61900e+02,2.46399e+19,4.05576e+16,2.46399e+19,3.28546e-14,9.37890e-22
2.61910e+02,2.46534e+19,4.05355e+16,2.46534e+19,3.28558e-14,9.37885e-22
2.61920e+02,2.46668e+19,4.05134e+16,2.46668e+19,3.28570e-14,9.37879e-22
2.61930e+02,2.46803e+19,4.04913e+16,2.46803e+19,3.28583e-14,9.37873e-22
2.61940e+02,2.46938e+19,4.04692e+16,2.46938e+19,3.28595e-14,9.37868e-22
2.61950e+02,2.47072e+19,4.04471e+16,2.47072e+19,3.28607e-14,9.37862e-22
2.61960e+02,2.47207e+19,4.04250e+16,2.47207e+19,3.28619e-14,9.37856e-22
2.61970e+02,2.47342e+19,4.04030e+16,2.47342e+19,3.28632e-14,9.37850e-22
2.61980e+02,2.47477e+19,4.03809e+16,2.47477e+19,3.28644e-14,9.37845e-22
2.61990e+02,2.47612e+19,4.03589e+16,2.47612e+19,3.28656e-14,9.37839e-22
2.62000e+02,2.47747e+19,4.03369e+16,2.47747e+19,3.28668e-14,9.37833e-22
2.62010e+02,2.47883e+19,4.03149e+16,2.47883e+19,3.28681e-14,9.37827e-22
2.62020e+02,2.48018e+19,4.02929e+16,2.48018e+19,3.28693e-14,9.37821e-22
2.62030e+02,2.48153e+19,4.02709e+16,2.48153e+19,3.28705e-14,9.37816e-22
2.62040e+02,2.48289e+19,4.02489e+16,2.48289e+19,3.28717e-14,9.37810e-22
2.62050e+02,2.48425e+19,4.02269e+16,2.48425e+19,3.28730e-14,9.37804e-22
2.62060e+02,2.48560e+19,4.02050e+16,2.48560e+19,3.28742e-14,9.37798e-22
2.62070e+02,2.48696e+19,4.01830e+16,2.48696e+19,3.28754e-14,9.37793e-22
2.62080e+02,2.48832e+19,4.01611e+16,2.48832e+19,3.28766e-14,9.37787e-22
2.62090e+02,2.48968e+19,4.01392e+16,2.48968e+19,3.28779e-14,9.37781e-22
2.62100e+02,2.49104e+19,4.01173e+16,2.49104e+19,3.28791e-14,9.37775e-22
2.62110e+02,2.49240e+19,4.00954e+16,2.49240e+19,3.28803e-14,9.37770e-22
2.62120e+02,2.49376e+19,4.00735e+16,2.49376e+19,3.28816e-14,9.37764e-22
2.62130e+02,2.49512e+19,4.00516e+16,2.49512e+19,3.28828e-14,9.37758e-22
2.62140e+02,2.49648e+19,4.00298e+16,2.49648e+19,3.28840e-14,9.37752e-22
2.62150e+02,2.49785e+19,4.00079e+16,2.49785e+19,3.28853e-14,9.37746e-22
2.62160e+02,2.49921e+19,3.99861e+16,2.49921e+19,3.28865e-14,9.37741e-22
2.62170e+02,2.50058e+19,3.99642e+16,2.50058e+19,3.28877e-14,9.37735e-22
2.62180e+02,2.50194e+19,3.99424e+16,2.50194e+19,3.28889e-14,9.37729e-22
2.62190e+02,2.50331e+19,3.99206e+16,2.50331e+19,3.28902e-14,9.37723e-22
2.62200e+02,2.50468e+19,3.98988e+16,2.50468e+19,3.28914e-14,9.37717e-22
2.62210e+02,2.50604e+19,3.98770e+16,2.50604e+19,3.28926e-14,9.37712e-22
2.62220e+02,2.50741e+19,3.98553e+16,2.50741e+19,3.28939e-14,9.37706e-22
2.62230e+02,2.50878e+19,3.98335e+16,2.50878e+19,3.28951e-14,9.37700e-22
2.62240e+02,2.51015e+19,3.98117e+16,2.51015e+19,3.28964e-14,9.37694e-22
2.62250e+02,2.51153e+19,3.97900e+16,2.51153e+19,3.28976e-14,9.37688e-22
2.62260e+02,2.51290e+19,3.97683e+16,2.51290e+19,3.28988e-14,9.37683e-22
2.62270e+02,2.51427e+19,3.97465e+16,2.51427e+19,3.29001e-14,9.37677e-22
2.62280e+02,2.51565e+19,3.97248e+16,2.51565e+19,3.29013e-14,9.37671e-22
2.62290e+02,2.51702e+19,3.97031e+16,2.51702e+19,3.29025e-14,9.37665e-22
2.62300e+02,2.51840e+19,3.96815e+16,2.51840e+19,3.29038e-14,9.37659e-22
2.62310e+02,2.51977e+19,3.96598e+16,2.51977e+19,3.29050e-14,9.37654e-22
2.62320e+02,2.52115e+19,3.96381e+16,2.52115e+19,3.29062e-14,9.37648e-22
2.62330e+02,2.52253e+19,3.96165e+16,2.52253e+19,3.29075e-14,9.37642e-22
2.62340e+02,2.52391e+19,3.95948e+16,2.52391e+19,3.29087e-14,9.37636e-22
2.62350e+02,2.52529e+19,3.95732e+16,2.52529e+19,3.29100e-14,9.37630e-22
2.62360e+02,2.52667e+19,3.95516e+16,2.52667e+19,3.29112e-14,9.37624e-22
2.62370e+02,2.52805e+19,3.95300e+16,2.52805e+19,3.29124e-14,9.37619e-22
2.62380e+02,2.52943e+19,3.95084e+16,2.52943e+19,3.29137e-14,9.37613e-22
2.62390e+02,2.53081e+19,3.94868e+16,2.53081e+19,3.29149e-14,9.37607e-22
2.62400e+02,2.53220e+19,3.94652e+16,2.53220e+19,3.29162e-14,9.37601e-22
2.62410e+02,2.53358e+19,3.94436e+16,2.53358e+19,3.29174e-14,9.37595e-22
2.62420e+02,2.53497e+19,3.94221e+16,2.53497e+19,3.29186e-14,9.37589e-22
2.62430e+02,2.53635e+19,3.94005e+16,2.53635e+19,3.29199e-14,9.37584e-22
2.62440e+02,2.53774e+19,3.93790e+16,2.53774e+19,3.29211e-14,9.37578e-22
2.62450e+02,2.53913e+19,3.93575e+16,2.53913e+19,3.29224e-14,9.37572e-22
2.62460e+02,2.54051e+19,3.93360e+16,2.54051e+19,3.29236e-14,9.37566e-22
2.62470e+02,2.54190e+19,3.93145e+16,2.54190e+19,3.29249e-14,9.37560e-22
2.62480e+02,2.54329e+19,3.92930e+16,2.54329e+19,3.29261e-14,9.37554e-22
2.62490e+02,2.54469e+19,3.92715e+16,2.54469e+19,3.29273e-14,9.37549e-22
2.62500e+02,2.54608e+19,3.92500e+16,2.54608e+19,3.29286e-14,9.37543e-22
2.62510e+02,2.54747e+19,3.92286e+16,2.54747e+19,3.29298e-14,9.37537e-22
2.62520e+02,2.54886e+19,3.92071e+16,2.54886e+19,3.29311e-14,9.37531e-22
2.62530e+02,2.55026e+19,3.91857e+16,2.55026e+19,3.29323e-14,9.37525e-22
2.62540e+02,2.55165e+19,3.91643e+16,2.55165e+19,3.29336e-14,9.37519e-22
2.62550e+02,2.55305e+19,3.91429e+16,2.55305e+19,3.29348e-14,9.37513e-22
2.62560e+02,2.55444e+19,3.91215e+16,2.55444e+19,3.29361e-14,9.37508e-22
2.62570e+02,2.55584e+19,3.91001e+16,2.55584e+19,3.29373e-14,9.37502e-22
2.62580e+02,2.55724e+19,3.90787e+16,2.55724e+19,3.29386e-14,9.37496e-22
2.62590e+02,2.55864e+19,3.90573e+16,2.55864e+19,3.29398e-14,9.37490e-22
2.62600e+02,2.56004e+19,3.90360e+16,2.56004e+19,3.29411e-14,9.37484e-22
2.62610e+02,2.56144e+19,3.90146e+16,2.56144e+19,3.29423e-14,9.37478e-22
2.62620e+02,2.56284e+19,3.89933e+16,2.56284e+19,3.29435e-14,9.37472e-22
2.62630e+02,2.56424e+19,3.89719e+16,2.56424e+19,3.29448e-14,9.37467e-22
2.62640e+02,2.56565e+19,3.89506e+16,2.56565e+19,3.29460e-14,9.37461e-22
2.62650e+02,2.56705e+19,3.89293e+16,2.56705e+19,3.29473e-14,9.37455e-22
2.62660e+02,2.56846e+19,3.89080e+16,2.56846e+19,3.29485e-14,9.37449e-22
2.62670e+02,2.56986e+19,3.88868e+16,2.56986e+19,3.29498e-14,9.37443e-22
2.62680e+02,2.57127e+19,3.88655e+16,2.57127e+19,3.29511e-14,9.37437e-22
2.62690e+02,2.57268e+19,3.88442e+16,2.57268e+19,3.29523e-14,9.37431e-22
2.62700e+02,2.57408e+19,3.88230e+16,2.57408e+19,3.29536e-14,9.37425e-22
2.62710e+02,2.57549e+19,3.88017e+16,2.57549e+19,3.29548e-14,9.37419e-22
2.62720e+02,2.57690e+19,3.87805e+16,2.57690e+19,3.29561e-14,9.37414e-22
2.62730e+02,2.57831e+19,3.87593e+16,2.57831e+19,3.29573e-14,9.37408e-22
2.62740e+02,2.57972e+19,3.87381e+16,2.57972e+19,3.29586e-14,9.37402e-22
2.62750e+02,2.58114e+19,3.87169e+16,2.58114e+19,3.29598e-14,9.37396e-22
2.62760e+02,2.58255e+19,3.86957e+16,2.58255e+19,3.29611e-14,9.37390e-22
2.62770e+02,2.58396e+19,3.86745e+16,2.58396e+19,3.29623e-14,9.37384e-22
2.62780e+02,2.58538e+19,3.86534e+16,2.58538e+19,3.29636e-14,9.37378e-22
2.62790e+02,2.58679e+19,3.86322e+16,2.58679e+19,3.29648e-14,9.37372e-22
2.62800e+02,2.58821e+19,3.86111e+16,2.58821e+19,3.29661e-14,9.37366e-22
2.62810e+02,2.58963e+19,3.85899e+16,2.58963e+19,3.29674e-14,9.37360e-22
2.62820e+02,2.59105e+19,3.85688e+16,2.59105e+19,3.29686e-14,9.37355e-22
2.62830e+02,2.59247e+19,3.85477e+16,2.59247e+19,3.29699e-14,9.37349e-22
2.62840e+02,2.59389e+19,3.85266e+16,2.59389e+19,3.29711e-14,9.37343e-22
2.62850e+02,2.59531e+19,3.85055e+16,2.59531e+19,3.29724e-14,9.37337e-22
2.62860e+02,2.59673e+19,3.84844e+16,2.59673e+19,3.29736e-14,9.37331e-22
2.62870e+02,2.59815e+19,3.84634e+16,2.59815e+19,3.29749e-14,9.37325e-22
2.62880e+02,2.59957e+19,3.84423e+16,2.59957e+19,3.29762e-14,9.37319e-22
2.62890e+02,2.60100e+19,3.84213e+16,2.60100e+19,3.29774e-14,9.37313e-22
2.62900e+02,2.60242e+19,3.84002e+16,2.60242e+19,3.29787e-14,9.37307e-22
2.62910e+02,2.60385e+19,3.83792e+16,2.60385e+19,3.29799e-14,9.37301e-22
2.62920e+02,2.60527e+19,3.83582e+16,2.60527e+19,3.29812e-14,9.37295e-22
2.62930e+02,2.60670e+19,3.83372e+16,2.60670e+19,3.29825e-14,9.37289e-22
2.62940e+02,2.60813e+19,3.83162e+16,2.60813e+19,3.29837e-14,9.37283e-22
2.62950e+02,2.60956e+19,3.82952e+16,2.60956e+19,3.29850e-14,9.37278e-22
2.62960e+02,2.61099e+19,3.82743e+16,2.61099e+19,3.29862e-14,9.37272e-22
2.62970e+02,2.61242e+19,3.82533e+16,2.61242e+19,3.29875e-14,9.37266e-22
2.62980e+02,2.61385e+19,3.82324e+16,2.61385e+19,3.29888e-14,9.37260e-22
2.62990e+02,2.61528e+19,3.82114e+16,2.61528e+19,3.29900e-14,9.37254e-22
2.63000e+02,2.61671e+19,3.81905e+16,2.61671e+19,3.29913e-14,9.37248e-22
2.63010e+02,2.61815e+19,3.81696e+16,2.61815e+19,3.29926e-14,9.37242e-22
2.63020e+02,2.61958e+19,3.81487e+16,2.61958e+19,3.29938e-14,9.37236e-22
2.63030e+02,2.62102e+19,3.81278e+16,2.62102e+19,3.29951e-14,9.37230e-22
2.63040e+02,2.62246e+19,3.81069e+16,2.62246e+19,3.29964e-14,9.37224e-22
2.63050e+02,2.62389e+19,3.80860e+16,2.62389e+19,3.29976e-14,9.37218e-22
2.63060e+02,2.62533e+19,3.80651e+16,2.62533e+19,3.29989e-14,9.37212e-22
2.63070e+02,2.62677e+19,3.80443e+16,2.62677e+19,3.30002e-14,9.37206e-22
2.63080e+02,2.62821e+19,3.80234e+16,2.62821e+19,3.30014e-14,9.37200e-22
2.63090e+02,2.62965e+19,3.80026e+16,2.62965e+19,3.30027e-14,9.37194e-22
2.63100e+02,2.63109e+19,3.79818e+16,2.63109e+19,3.30040e-14,9.37188e-22
2.63110e+02,2.63253e+19,3.79610e+16,2.63253e+19,3.30052e-14,9.37182e-22
2.63120e+02,2.63398e+19,3.79402e+16,2.63398e+19,3.30065e-14,9.37176e-22
2.63130e+02,2.63542e+19,3.79194e+16,2.63542e+19,3.30078e-14,9.37170e-22
2.63140e+02,2.63687e+19,3.78986e+16,2.63687e+19,3.30090e-14,9.37164e-22
2.63150e+02,2.63831e+19,3.78778e+16,2.63831e+19,3.30103e-14,9.37158e-22
2.63160e+02,2.63976e+19,3.78571e+16,2.63976e+19,3.30116e-14,9.37152e-22
2.63170e+02,2.64121e+19,3.78363e+16,2.64121e+19,3.30128e-14,9.37146e-22
2.63180e+02,2.64265e+19,3.78156e+16,2.64265e+19,3.30141e-14,9.37140e-22
2.63190e+02,2.64410e+19,3.77949e+16,2.64410e+19,3.30154e-14,9.37135e-22
2.63200e+02,2.64555e+19,3.77742e+16,2.64555e+19,3.30167e-14,9.37129e-22
2.63210e+02,2.64700e+19,3.77535e+16,2.64700e+19,3.30179e-14,9.37123e-22
2.63220e+02,2.64846e+19,3.77328e+16,2.64846e+19,3.30192e-14,9.37117e-22
2.63230e+02,2.64991e+19,3.77121e+16,2.64991e+19,3.30205e-14,9.37111e-22
2.63240e+02,2.65136e+19,3.76914e+16,2.65136e+19,3.30218e-14,9.37105e-22
2.63250e+02,2.65282e+19,3.76707e+16,2.65282e+19,3.30230e-14,9.37099e-22
2.63260e+02,2.65427e+19,3.76501e+16,2.65427e+19,3.30243e-14,9.37093e-22
2.63270e+02,2.65573e+19,3.76295e+16,2.65573e+19,3.30256e-14,9.37087e-22
2.63280e+02,2.65718e+19,3.76088e+16,2.65718e+19,3.30268e-14,9.37081e-22
2.63290e+02,2.65864e+19,3.75882e+16,2.65864e+19,3.30281e-14,9.37075e-22
2.63300e+02,2.66010e+19,3.75676e+16,2.66010e+19,3.30294e-14,9.37069e-22
2.63310e+02,2.66156e+19,3.75470e+16,2.66156e+19,3.30307e-14,9.37063e-22
2.63320e+02,2.66302e+19,3.75264e+16,2.66302e+19,3.30320e-14,9.37057e-22
2.63330e+02,2.66448e+19,3.75058e+16,2.66448e+19,3.30332e-14,9.37051e-22
2.63340e+02,2.66594e+19,3.74853e+16,2.66594e+19,3.30345e-14,9.37045e-22
2.63350e+02,2.66741e+19,3.74647e+16,2.66741e+19,3.30358e-14,9.37039e-22
2.63360e+02,2.66887e+19,3.74442e+16,2.66887e+19,3.30371e-14,9.37033e-22
2.63370e+02,2.67033e+19,3.74236e+16,2.67033e+19,3.30383e-14,9.37027e-22
2.63380e+02,2.67180e+19,3.74031e+16,2.67180e+19,3.30396e-14,9.37021e-22
2.63390e+02,2.67327e+19,3.73826e+16,2.67327e+19,3.30409e-14,9.37014e-22
2.63400e+02,2.67473e+19,3.73621e+16,2.67473e+19,3.30422e-14,9.37008e-22
2.63410e+02,2.67620e+19,3.73416e+16,2.67620e+19,3.30435e-14,9.37002e-22
2.63420e+02,2.67767e+19,3.73211e+16,2.67767e+19,3.30447e-14,9.36996e-22
2.63430e+02,2.67914e+19,3.73006e+16,2.67914e+19,3.30460e-14,9.36990e-22
2.63440e+02,2.68061e+19,3.72802e+16,2.68061e+19,3.30473e-14,9.36984e-22
2.63450e+02,2.68208e+19,3.72597e+16,2.68208e+19,3.30486e-14,9.36978e-22
2.63460e+02,2.68355e+19,3.72393e+16,2.68355e+19,3.30499e-14,9.36972e-22
2.63470e+02,2.68503e+19,3.72188e+16,2.68503e+19,3.30511e-14,9.36966e-22
2.63480e+02,2.68650e+19,3.71984e+16,2.68650e+19,3.30524e-14,9.36960e-22
2.63490e+02,2.68798e+19,3.71780e+16,2.68798e+19,3.30537e-14,9.36954e-22
2.63500e+02,2.68945e+19,3.71576e+16,2.68945e+19,3.30550e-14,9.36948e-22
2.63510e+02,2.69093e+19,3.71372e+16,2.69093e+19,3.30563e-14,9.36942e-22
2.63520e+02,2.69241e+19,3.71168e+16,2.69241e+19,3.30576e-14,9.36936e-22
2.63530e+02,2.69388e+19,3.70965e+16,2.69388e+19,3.30588e-14,9.36930e-22
2.63540e+02,2.69536e+19,3.70761e+16,2.69536e+19,3.30601e-14,9.36924e-22
2.63550e+02,2.69684e+19,3.70557e+16,2.69684e+19,3.30614e-14,9.36918e-22
2.63560e+02,2.69833e+19,3.70354e+16,2.69833e+19,3.30627e-14,9.36912e-22
2.63570e+02,2.69981e+19,3.70151e+16,2.69981e+19,3.30640e-14,9.36906e-22
2.63580e+02,2.70129e+19,3.69948e+16,2.70129e+19,3.30653e-14,9.36900e-22
2.63590e+02,2.70277e+19,3.69745e+16,2.70277e+19,3.30666e-14,9.36894e-22
2.63600e+02,2.70426e+19,3.69542e+16,2.70426e+19,3.30678e-14,9.36888e-22
2.63610e+02,2.70574e+19,3.69339e+16,2.70574e+19,3.30691e-14,9.36882e-22
2.63620e+02,2.70723e+19,3.69136e+16,2.70723e+19,3.30704e-14,9.36876e-22
2.63630e+02,2.70872e+19,3.68933e+16,2.70872e+19,3.30717e-14,9.36869e-22
2.63640e+02,2.71020e+19,3.68731e+16,2.71020e+19,3.30730e-14,9.36863e-22
2.63650e+02,2.71169e+19,3.68528e+16,2.71169e+19,3.30743e-14,9.36857e-22
2.63660e+02,2.71318e+19,3.68326e+16,2.71318e+19,3.30756e-14,9.36851e-22
2.63670e+02,2.71467e+19,3.68124e+16,2.71467e+19,3.30769e-14,9.36845e-22
2.63680e+02,2.71617e+19,3.67922e+16,2.71617e+19,3.30782e-14,9.36839e-22
2.63690e+02,2.71766e+19,3.67720e+16,2.71766e+19,3.30795e-14,9.36833e-22
2.63700e+02,2.71915e+19,3.67518e+16,2.71915e+19,3.30807e-14,9.36827e-22
2.63710e+02,2.72065e+19,3.67316e+16,2.72065e+19,3.30820e-14,9.36821e-22
2.63720e+02,2.72214e+19,3.67114e+16,2.72214e+19,3.30833e-14,9.36815e-22
2.63730e+02,2.72364e+19,3.66912e+16,2.72364e+19,3.30846e-14,9.36809e-22
2.63740e+02,2.72513e+19,3.66711e+16,2.72513e+19,3.30859e-14,9.36803e-22
2.63750e+02,2.72663e+19,3.66509e+16,2.72663e+19,3.30872e-14,9.36797e-22
2.63760e+02,2.72813e+19,3.66308e+16,2.72813e+19,3.30885e-14,9.36790e-22
2.63770e+02,2.72963e+19,3.66107e+16,2.72963e+19,3.30898e-14,9.36784e-22
2.63780e+02,2.73113e+19,3.65906e+16,2.73113e+19,3.30911e-14,9.36778e-22
2.63790e+02,2.73263e+19,3.65705e+16,2.73263e+19,3.30924e-14,9.36772e-22
2.63800e+02,2.73413e+19,3.65504e+16,2.73413e+19,3.30937e-14,9.36766e-22
2.63810e+02,2.73563e+19,3.65303e+16,2.73563e+19,3.30950e-14,9.36760e-22
2.63820e+02,2.73714e+19,3.65102e+16,2.73714e+19,3.30963e-14,9.36754e-22
2.63830e+02,2.73864e+19,3.64902e+16,2.73864e+19,3.30976e-14,9.36748e-22
2.63840e+02,2.74015e+19,3.64701e+16,2.74015e+19,3.30989e-14,9.36742e-22
2.63850e+02,2.74166e+19,3.64501e+16,2.74166e+19,3.31002e-14,9.36736e-22
2.63860e+02,2.74316e+19,3.64301e+16,2.74316e+19,3.31015e-14,9.36729e-22
2.63870e+02,2.74467e+19,3.64100e+16,2.74467e+19,3.31028e-14,9.36723e-22
2.63880e+02,2.74618e+19,3.63900e+16,2.74618e+19,3.31041e-14,9.36717e-22
2.63890e+02,2.74769e+19,3.63700e+16,2.74769e+19,3.31054e-14,9.36711e-22
2.63900e+02,2.74920e+19,3.63500e+16,2.74920e+19,3.31067e-14,9.36705e-22
2.63910e+02,2.75071e+19,3.63301e+16,2.75071e+19,3.31080e-14,9.36699e-22
2.63920e+02,2.75223e+19,3.63101e+16,2.75223e+19,3.31093e-14,9.36693e-22
2.63930e+02,2.75374e+19,3.62901e+16,2.75374e+19,3.31106e-14,9.36687e-22
2.63940e+02,2.75525e+19,3.62702e+16,2.75525e+19,3.31119e-14,9.36680e-22
2.63950e+02,2.75677e+19,3.62503e+16,2.75677e+19,3.31132e-14,9.36674e-22
2.63960e+02,2.75829e+19,3.62303e+16,2.75829e+19,3.31145e-14,9.36668e-22
2.63970e+02,2.75980e+19,3.62104e+16,2.75980e+19,3.31158e-14,9.36662e-22
2.63980e+02,2.76132e+19,3.61905e+16,2.76132e+19,3.31171e-14,9.36656e-22
2.63990e+02,2.76284e+19,3.61706e+16,2.76284e+19,3.31184e-14,9.36650e-22
2.64000e+02,2.76436e+19,3.61507e+16,2.76436e+19,3.31197e-14,9.36644e-22
2.64010e+02,2.76588e+19,3.61308e+16,2.76588e+19,3.31210e-14,9.36638e-22
2.64020e+02,2.76740e+19,3.61110e+16,2.76740e+19,3.31223e-14,9.36631e-22
