"Time","avg(D+_density)","avg(D_density)","avg(em_density)","avg(ionization_rate)","avg(recombination_rate)"
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
1.00000e-02,1.00012e+14,9.99213e+21,1.00012e+14,2.73964e-14,9.66124e-22
2.00000e-02,1.00058e+14,9.98759e+21,1.00058e+14,2.73962e-14,9.66133e-22
3.00000e-02,1.00103e+14,9.98304e+21,1.00103e+14,2.73960e-14,9.66142e-22
4.00000e-02,1.00149e+14,9.97850e+21,1.00149e+14,2.73958e-14,9.66151e-22
5.00000e-02,1.00194e+14,9.97397e+21,1.00194e+14,2.73956e-14,9.66161e-22
6.00000e-02,1.00240e+14,9.96943e+21,1.00240e+14,2.73954e-14,9.66170e-22
7.00000e-02,1.00286e+14,9.96489e+21,1.00286e+14,2.73952e-14,9.66179e-22
8.00000e-02,1.00331e+14,9.96036e+21,1.00331e+14,2.73950e-14,9.66188e-22
9.00000e-02,1.00377e+14,9.95583e+21,1.00377e+14,2.73948e-14,9.66197e-22
1.00000e-01,1.00423e+14,9.95130e+21,1.00423e+14,2.73946e-14,9.66206e-22
1.10000e-01,1.00468e+14,9.94678e+21,1.00468e+14,2.73944e-14,9.66216e-22
1.20000e-01,1.00514e+14,9.94226e+21,1.00514e+14,2.73942e-14,9.66225e-22
1.30000e-01,1.00560e+14,9.93773e+21,1.00560e+14,2.73940e-14,9.66234e-22
1.40000e-01,1.00605e+14,9.93321e+21,1.00605e+14,2.73938e-14,9.66243e-22
1.50000e-01,1.00651e+14,9.92870e+21,1.00651e+14,2.73937e-14,9.66252e-22
1.60000e-01,1.00697e+14,9.92418e+21,1.00697e+14,2.73935e-14,9.66261e-22
1.70000e-01,1.00743e+14,9.91967e+21,1.00743e+14,2.73933e-14,9.66270e-22
1.80000e-01,1.00789e+14,9.91516e+21,1.00789e+14,2.73931e-14,9.66279e-22
1.90000e-01,1.00835e+14,9.91065e+21,1.00835e+14,2.73929e-14,9.66288e-22
2.00000e-01,1.00880e+14,9.90614e+21,1.00880e+14,2.73927e-14,9.66297e-22
2.10000e-01,1.00926e+14,9.90163e+21,1.00926e+14,2.73925e-14,9.66306e-22
2.20000e-01,1.00972e+14,9.89713e+21,1.00972e+14,2.73923e-14,9.66316e-22
2.30000e-01,1.01018e+14,9.89263e+21,1.01018e+14,2.73921e-14,9.66325e-22
2.40000e-01,1.01064e+14,9.88813e+21,1.01064e+14,2.73919e-14,9.66334e-22
2.50000e-01,1.01110e+14,9.88364e+21,1.01110e+14,2.73917e-14,9.66343e-22
2.60000e-01,1.01156e+14,9.87914e+21,1.01156e+14,2.73915e-14,9.66352e-22
2.70000e-01,1.01202e+14,9.87465e+21,1.01202e+14,2.73913e-14,9.66361e-22
2.80000e-01,1.01248e+14,9.87016e+21,1.01248e+14,2.73911e-14,9.66370e-22
2.90000e-01,1.01294e+14,9.86567e+21,1.01294e+14,2.73910e-14,9.66379e-22
3.00000e-01,1.01340e+14,9.86118e+21,1.01340e+14,2.73908e-14,9.66388e-22
3.10000e-01,1.01386e+14,9.85670e+21,1.01386e+14,2.73906e-14,9.66397e-22
3.20000e-01,1.01433e+14,9.85222e+21,1.01433e+14,2.73904e-14,9.66406e-22
3.30000e-01,1.01479e+14,9.84774e+21,1.01479e+14,2.73902e-14,9.66415e-22
3.40000e-01,1.01525e+14,9.84326e+21,1.01525e+14,2.73900e-14,9.66424e-22
3.50000e-01,1.01571e+14,9.83878e+21,1.01571e+14,2.73898e-14,9.66433e-22
3.60000e-01,1.01617e+14,9.83431e+21,1.01617e+14,2.73896e-14,9.66442e-22
3.70000e-01,1.01664e+14,9.82984e+21,1.01664e+14,2.73894e-14,9.66450e-22
3.80000e-01,1.01710e+14,9.82537e+21,1.01710e+14,2.73893e-14,9.66459e-22
3.90000e-01,1.01756e+14,9.82090e+21,1.01756e+14,2.73891e-14,9.66468e-22
4.00000e-01,1.01802e+14,9.81643e+21,1.01802e+14,2.73889e-14,9.66477e-22
4.10000e-01,1.01849e+14,9.81197e+21,1.01849e+14,2.73887e-14,9.66486e-22
4.20000e-01,1.01895e+14,9.80751e+21,1.01895e+14,2.73885e-14,9.66495e-22
4.30000e-01,1.01941e+14,9.80305e+21,1.01941e+14,2.73883e-14,9.66504e-22
4.40000e-01,1.01988e+14,9.79859e+21,1.01988e+14,2.73881e-14,9.66513e-22
4.50000e-01,1.02034e+14,9.79414e+21,1.02034e+14,2.73879e-14,9.66522e-22
4.60000e-01,1.02081e+14,9.78968e+21,1.02081e+14,2.73878e-14,9.66531e-22
4.70000e-01,1.02127e+14,9.78523e+21,1.02127e+14,2.73876e-14,9.66540e-22
4.80000e-01,1.02173e+14,9.78078e+21,1.02173e+14,2.73874e-14,9.66548e-22
4.90000e-01,1.02220e+14,9.77633e+21,1.02220e+14,2.73872e-14,9.66557e-22
5.00000e-01,1.02266e+14,9.77189e+21,1.02266e+14,2.73870e-14,9.66566e-22
5.10000e-01,1.02313e+14,9.76745e+21,1.02313e+14,2.73868e-14,9.66575e-22
5.20000e-01,1.02359e+14,9.76301e+21,1.02359e+14,2.73866e-14,9.66584e-22
5.30000e-01,1.02406e+14,9.75857e+21,1.02406e+14,2.73865e-14,9.66593e-22
5.40000e-01,1.02453e+14,9.75413e+21,1.02453e+14,2.73863e-14,9.66601e-22
5.50000e-01,1.02499e+14,9.74969e+21,1.02499e+14,2.73861e-14,9.66610e-22
5.60000e-01,1.02546e+14,9.74526e+21,1.02546e+14,2.73859e-14,9.66619e-22
5.70000e-01,1.02592e+14,9.74083e+21,1.02592e+14,2.73857e-14,9.66628e-22
5.80000e-01,1.02639e+14,9.73640e+21,1.02639e+14,2.73855e-14,9.66637e-22
5.90000e-01,1.02686e+14,9.73198e+21,1.02686e+14,2.73854e-14,9.66645e-22
6.00000e-01,1.02733e+14,9.72755e+21,1.02733e+14,2.73852e-14,9.66654e-22
6.10000e-01,1.02779e+14,9.72313e+21,1.02779e+14,2.73850e-14,9.66663e-22
6.20000e-01,1.02826e+14,9.71871e+21,1.02826e+14,2.73848e-14,9.66672e-22
6.30000e-01,1.02873e+14,9.71429e+21,1.02873e+14,2.73846e-14,9.66680e-22
6.40000e-01,1.02920e+14,9.70987e+21,1.02920e+14,2.73844e-14,9.66689e-22
6.50000e-01,1.02966e+14,9.70546e+21,1.02966e+14,2.73843e-14,9.66698e-22
6.60000e-01,1.03013e+14,9.70105e+21,1.03013e+14,2.73841e-14,9.66707e-22
6.70000e-01,1.03060e+14,9.69664e+21,1.03060e+14,2.73839e-14,9.66715e-22
6.80000e-01,1.03107e+14,9.69223e+21,1.03107e+14,2.73837e-14,9.66724e-22
6.90000e-01,1.03154e+14,9.68782e+21,1.03154e+14,2.73835e-14,9.66733e-22
7.00000e-01,1.03201e+14,9.68342e+21,1.03201e+14,2.73834e-14,9.66742e-22
7.10000e-01,1.03248e+14,9.67901e+21,1.03248e+14,2.73832e-14,9.66750e-22
7.20000e-01,1.03295e+14,9.67461e+21,1.03295e+14,2.73830e-14,9.66759e-22
7.30000e-01,1.03342e+14,9.67022e+21,1.03342e+14,2.73828e-14,9.66768e-22
7.40000e-01,1.03389e+14,9.66582e+21,1.03389e+14,2.73826e-14,9.66776e-22
7.50000e-01,1.03436e+14,9.66143e+21,1.03436e+14,2.73825e-14,9.66785e-22
7.60000e-01,1.03483e+14,9.65703e+21,1.03483e+14,2.73823e-14,9.66794e-22
7.70000e-01,1.03530e+14,9.65264e+21,1.03530e+14,2.73821e-14,9.66802e-22
7.80000e-01,1.03577e+14,9.64826e+21,1.03577e+14,2.73819e-14,9.66811e-22
7.90000e-01,1.03624e+14,9.64387e+21,1.03624e+14,2.73818e-14,9.66820e-22
8.00000e-01,1.03671e+14,9.63949e+21,1.03671e+14,2.73816e-14,9.66828e-22
8.10000e-01,1.03718e+14,9.63510e+21,1.03718e+14,2.73814e-14,9.66837e-22
8.20000e-01,1.03765e+14,9.63072e+21,1.03765e+14,2.73812e-14,9.66846e-22
8.30000e-01,1.03813e+14,9.62635e+21,1.03813e+14,2.73810e-14,9.66854e-22
8.40000e-01,1.03860e+14,9.62197e+21,1.03860e+14,2.73809e-14,9.66863e-22
8.50000e-01,1.03907e+14,9.61760e+21,1.03907e+14,2.73807e-14,9.66871e-22
8.60000e-01,1.03954e+14,9.61322e+21,1.03954e+14,2.73805e-14,9.66880e-22
8.70000e-01,1.04002e+14,9.60885e+21,1.04002e+14,2.73803e-14,9.66889e-22
8.80000e-01,1.04049e+14,9.60449e+21,1.04049e+14,2.73802e-14,9.66897e-22
8.90000e-01,1.04096e+14,9.60012e+21,1.04096e+14,2.73800e-14,9.66906e-22
9.00000e-01,1.04144e+14,9.59576e+21,1.04144e+14,2.73798e-14,9.66914e-22
9.10000e-01,1.04191e+14,9.59139e+21,1.04191e+14,2.73796e-14,9.66923e-22
9.20000e-01,1.04238e+14,9.58703e+21,1.04238e+14,2.73795e-14,9.66931e-22
9.30000e-01,1.04286e+14,9.58268e+21,1.04286e+14,2.73793e-14,9.66940e-22
9.40000e-01,1.04333e+14,9.57832e+21,1.04333e+14,2.73791e-14,9.66948e-22
9.50000e-01,1.04381e+14,9.57397e+21,1.04381e+14,2.73789e-14,9.66957e-22
9.60000e-01,1.04428e+14,9.56962e+21,1.04428e+14,2.73788e-14,9.66966e-22
9.70000e-01,1.04475e+14,9.56527e+21,1.04475e+14,2.73786e-14,9.66974e-22
9.80000e-01,1.04523e+14,9.56092e+21,1.04523e+14,2.73784e-14,9.66983e-22
9.90000e-01,1.04571e+14,9.55657e+21,1.04571e+14,2.73782e-14,9.66991e-22
1.00000e+00,1.04618e+14,9.55223e+21,1.04618e+14,2.73781e-14,9.67000e-22
1.01000e+00,1.04666e+14,9.54789e+21,1.04666e+14,2.73779e-14,9.67008e-22
1.02000e+00,1.04713e+14,9.54355e+21,1.04713e+14,2.73777e-14,9.67017e-22
1.03000e+00,1.04761e+14,9.53921e+21,1.04761e+14,2.73776e-14,9.67025e-22
1.04000e+00,1.04809e+14,9.53487e+21,1.04809e+14,2.73774e-14,9.67033e-22
1.05000e+00,1.04856e+14,9.53054e+21,1.04856e+14,2.73772e-14,9.67042e-22
1.06000e+00,1.04904e+14,9.52621e+21,1.04904e+14,2.73770e-14,9.67050e-22
1.07000e+00,1.04952e+14,9.52188e+21,1.04952e+14,2.73769e-14,9.67059e-22
1.08000e+00,1.04999e+14,9.51755e+21,1.04999e+14,2.73767e-14,9.67067e-22
1.09000e+00,1.05047e+14,9.51322e+21,1.05047e+14,2.73765e-14,9.67076e-22
1.10000e+00,1.05095e+14,9.50890e+21,1.05095e+14,2.73764e-14,9.67084e-22
1.11000e+00,1.05143e+14,9.50458e+21,1.05143e+14,2.73762e-14,9.67093e-22
1.12000e+00,1.05190e+14,9.50026e+21,1.05190e+14,2.73760e-14,9.67101e-22
1.13000e+00,1.05238e+14,9.49594e+21,1.05238e+14,2.73759e-14,9.67109e-22
1.14000e+00,1.05286e+14,9.49163e+21,1.05286e+14,2.73757e-14,9.67118e-22
1.15000e+00,1.05334e+14,9.48731e+21,1.05334e+14,2.73755e-14,9.67126e-22
1.16000e+00,1.05382e+14,9.48300e+21,1.05382e+14,2.73753e-14,9.67135e-22
1.17000e+00,1.05430e+14,9.47869e+21,1.05430e+14,2.73752e-14,9.67143e-22
1.18000e+00,1.05478e+14,9.47438e+21,1.05478e+14,2.73750e-14,9.67151e-22
1.19000e+00,1.05526e+14,9.47008e+21,1.05526e+14,2.73748e-14,9.67160e-22
1.20000e+00,1.05574e+14,9.46577e+21,1.05574e+14,2.73747e-14,9.67168e-22
1.21000e+00,1.05622e+14,9.46147e+21,1.05622e+14,2.73745e-14,9.67176e-22
1.22000e+00,1.05670e+14,9.45717e+21,1.05670e+14,2.73743e-14,9.67185e-22
1.23000e+00,1.05718e+14,9.45287e+21,1.05718e+14,2.73742e-14,9.67193e-22
1.24000e+00,1.05766e+14,9.44858e+21,1.05766e+14,2.73740e-14,9.67201e-22
1.25000e+00,1.05814e+14,9.44428e+21,1.05814e+14,2.73738e-14,9.67210e-22
1.26000e+00,1.05862e+14,9.43999e+21,1.05862e+14,2.73737e-14,9.67218e-22
1.27000e+00,1.05910e+14,9.43570e+21,1.05910e+14,2.73735e-14,9.67226e-22
1.28000e+00,1.05958e+14,9.43141e+21,1.05958e+14,2.73733e-14,9.67235e-22
1.29000e+00,1.06006e+14,9.42713e+21,1.06006e+14,2.73732e-14,9.67243e-22
1.30000e+00,1.06055e+14,9.42284e+21,1.06055e+14,2.73730e-14,9.67251e-22
1.31000e+00,1.06103e+14,9.41856e+21,1.06103e+14,2.73728e-14,9.67260e-22
1.32000e+00,1.06151e+14,9.41428e+21,1.06151e+14,2.73727e-14,9.67268e-22
1.33000e+00,1.06199e+14,9.41000e+21,1.06199e+14,2.73725e-14,9.67276e-22
1.34000e+00,1.06248e+14,9.40572e+21,1.06248e+14,2.73724e-14,9.67284e-22
1.35000e+00,1.06296e+14,9.40145e+21,1.06296e+14,2.73722e-14,9.67293e-22
1.36000e+00,1.06344e+14,9.39718e+21,1.06344e+14,2.73720e-14,9.67301e-22
1.37000e+00,1.06393e+14,9.39291e+21,1.06393e+14,2.73719e-14,9.67309e-22
1.38000e+00,1.06441e+14,9.38864e+21,1.06441e+14,2.73717e-14,9.67317e-22
1.39000e+00,1.06489e+14,9.38437e+21,1.06489e+14,2.73715e-14,9.67326e-22
1.40000e+00,1.06538e+14,9.38011e+21,1.06538e+14,2.73714e-14,9.67334e-22
1.41000e+00,1.06586e+14,9.37585e+21,1.06586e+14,2.73712e-14,9.67342e-22
1.42000e+00,1.06635e+14,9.37159e+21,1.06635e+14,2.73710e-14,9.67350e-22
1.43000e+00,1.06683e+14,9.36733e+21,1.06683e+14,2.73709e-14,9.67358e-22
1.44000e+00,1.06732e+14,9.36307e+21,1.06732e+14,2.73707e-14,9.67367e-22
1.45000e+00,1.06780e+14,9.35882e+21,1.06780e+14,2.73706e-14,9.67375e-22
1.46000e+00,1.06829e+14,9.35456e+21,1.06829e+14,2.73704e-14,9.67383e-22
1.47000e+00,1.06877e+14,9.35031e+21,1.06877e+14,2.73702e-14,9.67391e-22
1.48000e+00,1.06926e+14,9.34606e+21,1.06926e+14,2.73701e-14,9.67399e-22
1.49000e+00,1.06974e+14,9.34182e+21,1.06974e+14,2.73699e-14,9.67408e-22
1.50000e+00,1.07023e+14,9.33757e+21,1.07023e+14,2.73698e-14,9.67416e-22
1.51000e+00,1.07072e+14,9.33333e+21,1.07072e+14,2.73696e-14,9.67424e-22
1.52000e+00,1.07120e+14,9.32909e+21,1.07120e+14,2.73694e-14,9.67432e-22
1.53000e+00,1.07169e+14,9.32485e+21,1.07169e+14,2.73693e-14,9.67440e-22
1.54000e+00,1.07218e+14,9.32061e+21,1.07218e+14,2.73691e-14,9.67448e-22
1.55000e+00,1.07267e+14,9.31638e+21,1.07267e+14,2.73690e-14,9.67456e-22
1.56000e+00,1.07315e+14,9.31214e+21,1.07315e+14,2.73688e-14,9.67464e-22
1.57000e+00,1.07364e+14,9.30791e+21,1.07364e+14,2.73686e-14,9.67473e-22
1.58000e+00,1.07413e+14,9.30368e+21,1.07413e+14,2.73685e-14,9.67481e-22
1.59000e+00,1.07462e+14,9.29946e+21,1.07462e+14,2.73683e-14,9.67489e-22
1.60000e+00,1.07511e+14,9.29523e+21,1.07511e+14,2.73682e-14,9.67497e-22
1.61000e+00,1.07559e+14,9.29101e+21,1.07559e+14,2.73680e-14,9.67505e-22
1.62000e+00,1.07608e+14,9.28679e+21,1.07608e+14,2.73679e-14,9.67513e-22
1.63000e+00,1.07657e+14,9.28257e+21,1.07657e+14,2.73677e-14,9.67521e-22
1.64000e+00,1.07706e+14,9.27835e+21,1.07706e+14,2.73675e-14,9.67529e-22
1.65000e+00,1.07755e+14,9.27413e+21,1.07755e+14,2.73674e-14,9.67537e-22
1.66000e+00,1.07804e+14,9.26992e+21,1.07804e+14,2.73672e-14,9.67545e-22
1.67000e+00,1.07853e+14,9.26571e+21,1.07853e+14,2.73671e-14,9.67553e-22
1.68000e+00,1.07902e+14,9.26150e+21,1.07902e+14,2.73669e-14,9.67561e-22
1.69000e+00,1.07951e+14,9.25729e+21,1.07951e+14,2.73668e-14,9.67569e-22
1.70000e+00,1.08000e+14,9.25308e+21,1.08000e+14,2.73666e-14,9.67577e-22
1.71000e+00,1.08049e+14,9.24888e+21,1.08049e+14,2.73664e-14,9.67585e-22
1.72000e+00,1.08099e+14,9.24468e+21,1.08099e+14,2.73663e-14,9.67593e-22
1.73000e+00,1.08148e+14,9.24048e+21,1.08148e+14,2.73661e-14,9.67601e-22
1.74000e+00,1.08197e+14,9.23628e+21,1.08197e+14,2.73660e-14,9.67609e-22
1.75000e+00,1.08246e+14,9.23208e+21,1.08246e+14,2.73658e-14,9.67617e-22
1.76000e+00,1.08295e+14,9.22789e+21,1.08295e+14,2.73657e-14,9.67625e-22
1.77000e+00,1.08344e+14,9.22370e+21,1.08344e+14,2.73655e-14,9.67633e-22
1.78000e+00,1.08394e+14,9.21951e+21,1.08394e+14,2.73654e-14,9.67641e-22
1.79000e+00,1.08443e+14,9.21532e+21,1.08443e+14,2.73652e-14,9.67649e-22
1.80000e+00,1.08492e+14,9.21113e+21,1.08492e+14,2.73651e-14,9.67657e-22
1.81000e+00,1.08542e+14,9.20695e+21,1.08542e+14,2.73649e-14,9.67665e-22
1.82000e+00,1.08591e+14,9.20276e+21,1.08591e+14,2.73648e-14,9.67673e-22
1.83000e+00,1.08640e+14,9.19858e+21,1.08640e+14,2.73646e-14,9.67681e-22
1.84000e+00,1.08690e+14,9.19440e+21,1.08690e+14,2.73644e-14,9.67689e-22
1.85000e+00,1.08739e+14,9.19023e+21,1.08739e+14,2.73643e-14,9.67697e-22
1.86000e+00,1.08788e+14,9.18605e+21,1.08788e+14,2.73641e-14,9.67705e-22
1.87000e+00,1.08838e+14,9.18188e+21,1.08838e+14,2.73640e-14,9.67713e-22
1.88000e+00,1.08887e+14,9.17771e+21,1.08887e+14,2.73638e-14,9.67721e-22
1.89000e+00,1.08937e+14,9.17354e+21,1.08937e+14,2.73637e-14,9.67728e-22
1.90000e+00,1.08986e+14,9.16937e+21,1.08986e+14,2.73635e-14,9.67736e-22
1.91000e+00,1.09036e+14,9.16520e+21,1.09036e+14,2.73634e-14,9.67744e-22
1.92000e+00,1.09085e+14,9.16104e+21,1.09085e+14,2.73632e-14,9.67752e-22
1.93000e+00,1.09135e+14,9.15688e+21,1.09135e+14,2.73631e-14,9.67760e-22
1.94000e+00,1.09185e+14,9.15272e+21,1.09185e+14,2.73629e-14,9.67768e-22
1.95000e+00,1.09234e+14,9.14856e+21,1.09234e+14,2.73628e-14,9.67776e-22
1.96000e+00,1.09284e+14,9.14440e+21,1.09284e+14,2.73626e-14,9.67783e-22
1.97000e+00,1.09334e+14,9.14025e+21,1.09334e+14,2.73625e-14,9.67791e-22
1.98000e+00,1.09383e+14,9.13610e+21,1.09383e+14,2.73623e-14,9.67799e-22
1.99000e+00,1.09433e+14,9.13195e+21,1.09433e+14,2.73622e-14,9.67807e-22
2.00000e+00,1.09483e+14,9.12780e+21,1.09483e+14,2.73620e-14,9.67815e-22
2.01000e+00,1.09532e+14,9.12365e+21,1.09532e+14,2.73619e-14,9.67823e-22
2.02000e+00,1.09582e+14,9.11951e+21,1.09582e+14,2.73617e-14,9.67830e-22
2.03000e+00,1.09632e+14,9.11537e+21,1.09632e+14,2.73616e-14,9.67838e-22
2.04000e+00,1.09682e+14,9.11123e+21,1.09682e+14,2.73614e-14,9.67846e-22
2.05000e+00,1.09732e+14,9.10709e+21,1.09732e+14,2.73613e-14,9.67854e-22
2.06000e+00,1.09782e+14,9.10295e+21,1.09782e+14,2.73612e-14,9.67862e-22
2.07000e+00,1.09831e+14,9.09881e+21,1.09831e+14,2.73610e-14,9.67869e-22
2.08000e+00,1.09881e+14,9.09468e+21,1.09881e+14,2.73609e-14,9.67877e-22
2.09000e+00,1.09931e+14,9.09055e+21,1.09931e+14,2.73607e-14,9.67885e-22
2.10000e+00,1.09981e+14,9.08642e+21,1.09981e+14,2.73606e-14,9.67893e-22
2.11000e+00,1.10031e+14,9.08229e+21,1.10031e+14,2.73604e-14,9.67900e-22
2.12000e+00,1.10081e+14,9.07817e+21,1.10081e+14,2.73603e-14,9.67908e-22
2.13000e+00,1.10131e+14,9.07404e+21,1.10131e+14,2.73601e-14,9.67916e-22
2.14000e+00,1.10181e+14,9.06992e+21,1.10181e+14,2.73600e-14,9.67924e-22
2.15000e+00,1.10231e+14,9.06580e+21,1.10231e+14,2.73598e-14,9.67931e-22
2.16000e+00,1.10281e+14,9.06169e+21,1.10281e+14,2.73597e-14,9.67939e-22
2.17000e+00,1.10332e+14,9.05757e+21,1.10332e+14,2.73596e-14,9.67947e-22
2.18000e+00,1.10382e+14,9.05346e+21,1.10382e+14,2.73594e-14,9.67954e-22
2.19000e+00,1.10432e+14,9.04934e+21,1.10432e+14,2.73593e-14,9.67962e-22
2.20000e+00,1.10482e+14,9.04523e+21,1.10482e+14,2.73591e-14,9.67970e-22
2.21000e+00,1.10532e+14,9.04112e+21,1.10532e+14,2.73590e-14,9.67977e-22
2.22000e+00,1.10582e+14,9.03702e+21,1.10582e+14,2.73588e-14,9.67985e-22
2.23000e+00,1.10633e+14,9.03291e+21,1.10633e+14,2.73587e-14,9.67993e-22
2.24000e+00,1.10683e+14,9.02881e+21,1.10683e+14,2.73585e-14,9.68000e-22
2.25000e+00,1.10733e+14,9.02471e+21,1.10733e+14,2.73584e-14,9.68008e-22
2.26000e+00,1.10784e+14,9.02061e+21,1.10784e+14,2.73583e-14,9.68016e-22
2.27000e+00,1.10834e+14,9.01651e+21,1.10834e+14,2.73581e-14,9.68023e-22
2.28000e+00,1.10884e+14,9.01242e+21,1.10884e+14,2.73580e-14,9.68031e-22
2.29000e+00,1.10935e+14,9.00832e+21,1.10935e+14,2.73578e-14,9.68039e-22
2.30000e+00,1.10985e+14,9.00423e+21,1.10985e+14,2.73577e-14,9.68046e-22
2.31000e+00,1.11036e+14,9.00014e+21,1.11036e+14,2.73576e-14,9.68054e-22
2.32000e+00,1.11086e+14,8.99606e+21,1.11086e+14,2.73574e-14,9.68061e-22
2.33000e+00,1.11136e+14,8.99197e+21,1.11136e+14,2.73573e-14,9.68069e-22
2.34000e+00,1.11187e+14,8.98789e+21,1.11187e+14,2.73571e-14,9.68077e-22
2.35000e+00,1.11238e+14,8.98380e+21,1.11238e+14,2.73570e-14,9.68084e-22
2.36000e+00,1.11288e+14,8.97972e+21,1.11288e+14,2.73568e-14,9.68092e-22
2.37000e+00,1.11339e+14,8.97564e+21,1.11339e+14,2.73567e-14,9.68099e-22
2.38000e+00,1.11389e+14,8.97157e+21,1.11389e+14,2.73566e-14,9.68107e-22
2.39000e+00,1.11440e+14,8.96749e+21,1.11440e+14,2.73564e-14,9.68115e-22
2.40000e+00,1.11490e+14,8.96342e+21,1.11490e+14,2.73563e-14,9.68122e-22
2.41000e+00,1.11541e+14,8.95935e+21,1.11541e+14,2.73561e-14,9.68130e-22
2.42000e+00,1.11592e+14,8.95528e+21,1.11592e+14,2.73560e-14,9.68137e-22
2.43000e+00,1.11643e+14,8.95121e+21,1.11643e+14,2.73559e-14,9.68145e-22
2.44000e+00,1.11693e+14,8.94715e+21,1.11693e+14,2.73557e-14,9.68152e-22
2.45000e+00,1.11744e+14,8.94308e+21,1.11744e+14,2.73556e-14,9.68160e-22
2.46000e+00,1.11795e+14,8.93902e+21,1.11795e+14,2.73555e-14,9.68167e-22
2.47000e+00,1.11846e+14,8.93496e+21,1.11846e+14,2.73553e-14,9.68175e-22
2.48000e+00,1.11896e+14,8.93091e+21,1.11896e+14,2.73552e-14,9.68182e-22
2.49000e+00,1.11947e+14,8.92685e+21,1.11947e+14,2.73550e-14,9.68190e-22
2.50000e+00,1.11998e+14,8.92280e+21,1.11998e+14,2.73549e-14,9.68197e-22
2.51000e+00,1.12049e+14,8.91874e+21,1.12049e+14,2.73548e-14,9.68205e-22
2.52000e+00,1.12100e+14,8.91469e+21,1.12100e+14,2.73546e-14,9.68212e-22
2.53000e+00,1.12151e+14,8.91064e+21,1.12151e+14,2.73545e-14,9.68220e-22
2.54000e+00,1.12202e+14,8.90660e+21,1.12202e+14,2.73544e-14,9.68227e-22
2.55000e+00,1.12253e+14,8.90255e+21,1.12253e+14,2.73542e-14,9.68235e-22
2.56000e+00,1.12304e+14,8.89851e+21,1.12304e+14,2.73541e-14,9.68242e-22
2.57000e+00,1.12355e+14,8.89447e+21,1.12355e+14,2.73540e-14,9.68250e-22
2.58000e+00,1.12406e+14,8.89043e+21,1.12406e+14,2.73538e-14,9.68257e-22
2.59000e+00,1.12457e+14,8.88639e+21,1.12457e+14,2.73537e-14,9.68264e-22
2.60000e+00,1.12508e+14,8.88236e+21,1.12508e+14,2.73535e-14,9.68272e-22
2.61000e+00,1.12559e+14,8.87832e+21,1.12559e+14,2.73534e-14,9.68279e-22
2.62000e+00,1.12610e+14,8.87429e+21,1.12610e+14,2.73533e-14,9.68287e-22
2.63000e+00,1.12661e+14,8.87026e+21,1.12661e+14,2.73531e-14,9.68294e-22
2.64000e+00,1.12713e+14,8.86623e+21,1.12713e+14,2.73530e-14,9.68302e-22
2.65000e+00,1.12764e+14,8.86221e+21,1.12764e+14,2.73529e-14,9.68309e-22
2.66000e+00,1.12815e+14,8.85818e+21,1.12815e+14,2.73527e-14,9.68316e-22
2.67000e+00,1.12866e+14,8.85416e+21,1.12866e+14,2.73526e-14,9.68324e-22
2.68000e+00,1.12918e+14,8.85014e+21,1.12918e+14,2.73525e-14,9.68331e-22
2.69000e+00,1.12969e+14,8.84612e+21,1.12969e+14,2.73523e-14,9.68338e-22
2.70000e+00,1.13020e+14,8.84210e+21,1.13020e+14,2.73522e-14,9.68346e-22
2.71000e+00,1.13072e+14,8.83809e+21,1.13072e+14,2.73521e-14,9.68353e-22
2.72000e+00,1.13123e+14,8.83407e+21,1.13123e+14,2.73519e-14,9.68361e-22
2.73000e+00,1.13174e+14,8.83006e+21,1.13174e+14,2.73518e-14,9.68368e-22
2.74000e+00,1.13226e+14,8.82605e+21,1.13226e+14,2.73517e-14,9.68375e-22
2.75000e+00,1.13277e+14,8.82205e+21,1.13277e+14,2.73516e-14,9.68383e-22
2.76000e+00,1.13329e+14,8.81804e+21,1.13329e+14,2.73514e-14,9.68390e-22
2.77000e+00,1.13380e+14,8.81404e+21,1.13380e+14,2.73513e-14,9.68397e-22
2.78000e+00,1.13432e+14,8.81003e+21,1.13432e+14,2.73512e-14,9.68404e-22
2.79000e+00,1.13483e+14,8.80603e+21,1.13483e+14,2.73510e-14,9.68412e-22
2.80000e+00,1.13535e+14,8.80203e+21,1.13535e+14,2.73509e-14,9.68419e-22
2.81000e+00,1.13586e+14,8.79804e+21,1.13586e+14,2.73508e-14,9.68426e-22
2.82000e+00,1.13638e+14,8.79404e+21,1.13638e+14,2.73506e-14,9.68434e-22
2.83000e+00,1.13689e+14,8.79005e+21,1.13689e+14,2.73505e-14,9.68441e-22
2.84000e+00,1.13741e+14,8.78606e+21,1.13741e+14,2.73504e-14,9.68448e-22
2.85000e+00,1.13793e+14,8.78207e+21,1.13793e+14,2.73502e-14,9.68455e-22
2.86000e+00,1.13844e+14,8.77808e+21,1.13844e+14,2.73501e-14,9.68463e-22
2.87000e+00,1.13896e+14,8.77409e+21,1.13896e+14,2.73500e-14,9.68470e-22
2.88000e+00,1.13948e+14,8.77011e+21,1.13948e+14,2.73499e-14,9.68477e-22
2.89000e+00,1.14000e+14,8.76613e+21,1.14000e+14,2.73497e-14,9.68484e-22
