"Time","avg(D2_density)","avg(D2p_density)","avg(D_density)","avg(Dp_density)","avg(RDS1)","avg(RDS2)","avg(RDS3)","avg(RDS4)","avg(REI1)","avg(REI2)","avg(REI3)","avg(RFS1)","avg(RRC)","avg(SD)","avg(SD2)","avg(SD2p)","avg(SDp)","avg(Sem)","avg(Tp_density)","avg(em_density)","avg(kDS1)","avg(kDS2)","avg(kDS3)","avg(kDS4)","avg(kEI1)","avg(kEI2)","avg(kEI3)","avg(kFS1)","avg(kRC)"
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
1.00000e-02,1.00000e+08,9.99668e+08,9.99049e+15,1.00029e+20,5.31303e+13,3.46469e+13,1.05203e+16,3.89804e+13,3.72514e+22,5.48464e+14,1.67479e+15,2.01028e+10,9.17499e+18,-3.72423e+22,-6.36241e+14,-1.16856e+16,3.72423e+22,3.72423e+22,9.99668e+00,1.00029e+20,5.31151e-15,3.46370e-15,1.05208e-13,3.89822e-16,3.72762e-14,5.48307e-14,1.67487e-14,2.00912e-30,9.16973e-22
2.00000e-02,1.00000e+08,9.99668e+08,9.98431e+15,1.00091e+20,5.31587e+13,3.46726e+13,1.05267e+16,3.89937e+13,3.72540e+22,5.48826e+14,1.67598e+15,2.01277e+10,9.18623e+18,-3.72448e+22,-6.36657e+14,-1.16928e+16,3.72449e+22,3.72449e+22,9.99668e+00,1.00091e+20,5.31106e-15,3.46412e-15,1.05207e-13,3.89713e-16,3.72788e-14,5.48329e-14,1.67502e-14,2.00912e-30,9.16961e-22
3.00000e-02,1.00000e+08,9.99668e+08,9.97814e+15,1.00153e+20,5.31872e+13,3.46983e+13,1.05331e+16,3.90069e+13,3.72566e+22,5.49189e+14,1.67718e+15,2.01526e+10,9.19749e+18,-3.72474e+22,-6.37074e+14,-1.17001e+16,3.72475e+22,3.72474e+22,9.99668e+00,1.00153e+20,5.31062e-15,3.46455e-15,1.05205e-13,3.89604e-16,3.72814e-14,5.48352e-14,1.67518e-14,2.00912e-30,9.16949e-22
4.00000e-02,1.00000e+08,9.99668e+08,9.97196e+15,1.00215e+20,5.32157e+13,3.47241e+13,1.05395e+16,3.90202e+13,3.72592e+22,5.49551e+14,1.67838e+15,2.01775e+10,9.20876e+18,-3.72500e+22,-6.37491e+14,-1.17073e+16,3.72501e+22,3.72500e+22,9.99668e+00,1.00215e+20,5.31017e-15,3.46497e-15,1.05204e-13,3.89496e-16,3.72840e-14,5.48375e-14,1.67534e-14,2.00912e-30,9.16937e-22
5.00000e-02,1.00000e+08,9.99668e+08,9.96579e+15,1.00277e+20,5.32441e+13,3.47499e+13,1.05459e+16,3.90335e+13,3.72618e+22,5.49915e+14,1.67958e+15,2.02025e+10,9.22004e+18,-3.72526e+22,-6.37909e+14,-1.17146e+16,3.72526e+22,3.72526e+22,9.99668e+00,1.00277e+20,5.30973e-15,3.46540e-15,1.05203e-13,3.89387e-16,3.72866e-14,5.48398e-14,1.67550e-14,2.00912e-30,9.16924e-22
6.00000e-02,1.00000e+08,9.99668e+08,9.95962e+15,1.00339e+20,5.32726e+13,3.47756e+13,1.05523e+16,3.90467e+13,3.72645e+22,5.50278e+14,1.68078e+15,2.02276e+10,9.23134e+18,-3.72552e+22,-6.38326e+14,-1.17218e+16,3.72552e+22,3.72552e+22,9.99668e+00,1.00339e+20,5.30928e-15,3.46582e-15,1.05202e-13,3.89278e-16,3.72892e-14,5.48420e-14,1.67566e-14,2.00912e-30,9.16912e-22
7.00000e-02,1.00000e+08,9.99668e+08,9.95346e+15,1.00401e+20,5.33012e+13,3.48015e+13,1.05587e+16,3.90600e+13,3.72671e+22,5.50642e+14,1.68198e+15,2.02526e+10,9.24266e+18,-3.72578e+22,-6.38744e+14,-1.17291e+16,3.72578e+22,3.72578e+22,9.99668e+00,1.00401e+20,5.30884e-15,3.46625e-15,1.05200e-13,3.89170e-16,3.72918e-14,5.48443e-14,1.67582e-14,2.00912e-30,9.16900e-22
8.00000e-02,1.00000e+08,9.99668e+08,9.94730e+15,1.00463e+20,5.33297e+13,3.48273e+13,1.05651e+16,3.90733e+13,3.72697e+22,5.51006e+14,1.68318e+15,2.02777e+10,9.25398e+18,-3.72604e+22,-6.39163e+14,-1.17364e+16,3.72604e+22,3.72604e+22,9.99668e+00,1.00463e+20,5.30839e-15,3.46668e-15,1.05199e-13,3.89061e-16,3.72944e-14,5.48466e-14,1.67598e-14,2.00912e-30,9.16888e-22
9.00000e-02,1.00000e+08,9.99668e+08,9.94114e+15,1.00525e+20,5.33582e+13,3.48531e+13,1.05715e+16,3.90865e+13,3.72723e+22,5.51370e+14,1.68438e+15,2.03028e+10,9.26533e+18,-3.72630e+22,-6.39581e+14,-1.17436e+16,3.72630e+22,3.72630e+22,9.99668e+00,1.00525e+20,5.30794e-15,3.46710e-15,1.05198e-13,3.88952e-16,3.72970e-14,5.48489e-14,1.67614e-14,2.00912e-30,9.16875e-22
